objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,astrometryCorrectionFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,pmra,pmdec,pmraErr,pmdecErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagStd,gMeanPSFMagNpt,gMeanPSFMagMin,gMeanPSFMagMax,gMeanKronMag,gMeanKronMagErr,gMeanKronMagStd,gMeanKronMagNpt,gMeanApMag,gMeanApMagErr,gMeanApMagStd,gMeanApMagNpt,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagStd,rMeanPSFMagNpt,rMeanPSFMagMin,rMeanPSFMagMax,rMeanKronMag,rMeanKronMagErr,rMeanKronMagStd,rMeanKronMagNpt,rMeanApMag,rMeanApMagErr,rMeanApMagStd,rMeanApMagNpt,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagStd,iMeanPSFMagNpt,iMeanPSFMagMin,iMeanPSFMagMax,iMeanKronMag,iMeanKronMagErr,iMeanKronMagStd,iMeanKronMagNpt,iMeanApMag,iMeanApMagErr,iMeanApMagStd,iMeanApMagNpt,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagStd,zMeanPSFMagNpt,zMeanPSFMagMin,zMeanPSFMagMax,zMeanKronMag,zMeanKronMagErr,zMeanKronMagStd,zMeanKronMagNpt,zMeanApMag,zMeanApMagErr,zMeanApMagStd,zMeanApMagNpt,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagStd,yMeanPSFMagNpt,yMeanPSFMagMin,yMeanPSFMagMax,yMeanKronMag,yMeanKronMagErr,yMeanKronMagStd,yMeanKronMagNpt,yMeanApMag,yMeanApMagErr,yMeanApMagStd,yMeanApMagNpt,yFlags,distance,orig_ra,orig_dec
PSO J353.6776-10.9741,-999,-999,-999,94833536776261507,3582398000007125,441913480059860,0,12697023957190,9483,1,1141,20,0.881719274336211,3582398,102891,3,512024576,7,61,353.67761489,-10.9740516,0.0010000000474974513,0.0010000000474974513,353.67762086052096,-10.974097132261912,0.0008018139127576963,0.0008018139127576963,0.6919427545236752,3.0074442367433374,0.5497171776119348,0.5497171776119348,56128.08285686354,16.9328670501709,0.9757425836696523,-0.10810876092391623,-0.19036519173726904,349.83714491482,-7.565148275746536,71.08146755878124,-65.78439433327944,-999,5,77,15,18,17,14,13,0.9994289875030518,18.927499771118164,0.04825200140476227,0.10992400348186493,10,18.755699157714844,19.03809928894043,18.38360023498535,0.04416700080037117,0.132424995303154,13,18.440000534057617,0.020315999165177345,0.06938499957323074,13,16892216,0.9997529983520508,18.078800201416016,0.022853000089526176,0.08343499898910522,15,17.93470001220703,18.203399658203125,17.299699783325195,0.006678999867290258,0.028349999338388443,18,17.544700622558594,0.015208999626338482,0.07090400159358978,18,16892216,0.9995899796485901,17.784299850463867,0.008647999726235867,0.029433999210596085,10,17.73550033569336,17.83810043334961,16.89539909362793,0.005268000066280365,0.021914999932050705,16,17.257600784301758,0.007770000025629997,0.025328999385237694,16,16892216,0.9991099834442139,17.631000518798828,0.014165000058710575,0.04734199866652489,7,17.599599838256836,17.730499267578125,16.66230010986328,0.007290999870747328,0.021410999819636345,12,17.145200729370117,0.0289280004799366,0.09628000110387802,12,16892216,0.9996140003204346,17.379899978637695,0.023959999904036522,0.0702740028500557,10,17.26259994506836,17.450300216674805,16.57469940185547,0.025526000186800957,0.08186300098896027,13,16.823999404907227,0.02391899935901165,0.07897400110960007,13,16892216,3.059491174629423e-05,353.677641628588,-10.9741199438017
