objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,astrometryCorrectionFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,pmra,pmdec,pmraErr,pmdecErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagStd,gMeanPSFMagNpt,gMeanPSFMagMin,gMeanPSFMagMax,gMeanKronMag,gMeanKronMagErr,gMeanKronMagStd,gMeanKronMagNpt,gMeanApMag,gMeanApMagErr,gMeanApMagStd,gMeanApMagNpt,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagStd,rMeanPSFMagNpt,rMeanPSFMagMin,rMeanPSFMagMax,rMeanKronMag,rMeanKronMagErr,rMeanKronMagStd,rMeanKronMagNpt,rMeanApMag,rMeanApMagErr,rMeanApMagStd,rMeanApMagNpt,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagStd,iMeanPSFMagNpt,iMeanPSFMagMin,iMeanPSFMagMax,iMeanKronMag,iMeanKronMagErr,iMeanKronMagStd,iMeanKronMagNpt,iMeanApMag,iMeanApMagErr,iMeanApMagStd,iMeanApMagNpt,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagStd,zMeanPSFMagNpt,zMeanPSFMagMin,zMeanPSFMagMax,zMeanKronMag,zMeanKronMagErr,zMeanKronMagStd,zMeanKronMagNpt,zMeanApMag,zMeanApMagErr,zMeanApMagStd,zMeanApMagNpt,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagStd,yMeanPSFMagNpt,yMeanPSFMagMin,yMeanPSFMagMax,yMeanKronMag,yMeanKronMagErr,yMeanKronMagStd,yMeanKronMagNpt,yMeanApMag,yMeanApMagErr,yMeanApMagStd,yMeanApMagNpt,yFlags,distance
PSO J189.3418+45.6720,-999,-999,-999,162801893417967071,3482024000186781,280182191741345,0,15132735533855,16280,1,2259,48,0.89361846995877,3482024,65235,3,444915712,7,53,189.34177869,45.67202051,0.0010000000474974513,0.0010000000474974513,189.34179133453173,45.67200566397275,0.0026052164853161875,0.0026052164853161875,0.13129868293729663,-1.2983538516079012,2.0197391229417234,2.0197391229417234,56337.08026619127,6.359147071838379,-0.6894975718321588,-0.11342602259406642,0.7153514072370637,165.3312725517544,44.54267629600649,130.59546918888103,71.2462997959362,-999,5,95,17,18,30,10,20,0.9996449947357178,21.441499710083008,0.049476999789476395,0.21124599874019623,15,21.021699905395508,21.788000106811523,20.875600814819336,0.10033199936151505,0.349153995513916,16,21.0216007232666,0.0749559998512268,0.28675299882888794,16,16892216,0.9996100068092346,20.004100799560547,0.01678300090134144,0.10100799798965454,15,19.882099151611328,20.258899688720703,19.41189956665039,0.02408199943602085,0.12560899555683136,17,19.444400787353516,0.030903000384569168,0.11125899851322174,17,16892216,0.999642014503479,19.39889907836914,0.018265999853610992,0.06886299699544907,24,19.247100830078125,19.53190040588379,18.8572998046875,0.016506999731063843,0.08423899859189987,27,18.871599197387695,0.012719999998807907,0.08371300250291824,27,16892216,0.9998220205307007,19.178499221801758,0.06309600174427032,0.2086549997329712,10,18.82200050354004,19.232799530029297,18.568300247192383,0.045462001115083694,0.18555200099945068,10,18.60759925842285,0.02617800049483776,0.15152500569820404,10,16892216,0.9992550015449524,18.993000030517578,0.036789000034332275,0.19576099514961243,18,18.514699935913086,19.191099166870117,18.446800231933594,0.04410500079393387,0.2283249944448471,19,18.49209976196289,0.028860000893473625,0.2448360025882721,19,16892216,8.244213910120912e-06
