distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z
0.622708160384086,1237661355931796223,178.424775730954,46.2013720719356,23.51949,22.37081,20.51749,19.67516,19.21543,1.01733,0.1474418,0.06832182,0.04085351,0.1024243,0.1158224,0.09024806,0.06243319,0.04639455,0.03450902
2.97349483778571,1237661355931796184,178.375719904637,46.2482904598098,20.71482,20.57902,20.87528,19.7568,19.06046,0.5220813,0.1586908,0.06007728,0.0372992,0.08175921,0.1248954,0.09731767,0.06732392,0.05002889,0.0372123
3.18350843856043,1237661355931795850,178.359319212567,46.1833742704037,21.50262,21.82592,21.29642,20.4621,20.15293,0.2537704,0.128579,0.09467457,0.08166382,0.126514,0.1105624,0.08614945,0.05959779,0.04428755,0.0329418
3.3340367451947,1237660634391511573,178.378764468761,46.257613130321,20.83459,20.98229,20.06816,19.03024,18.67769,0.6217936,0.1329918,0.05622587,0.03651132,0.09141739,0.126661,0.09869342,0.06827565,0.05073613,0.03773836
4.09791643460869,1237661355931796299,178.493475267284,46.260340757061,22.33693,22.93069,21.65854,20.09516,19.77346,1.744977,0.4552961,0.1194232,0.06303245,0.1292919,0.1148226,0.08946903,0.06189426,0.04599407,0.03421114
4.39754127185425,1237661355931795615,178.51621345167,46.1756007573629,19.47447,18.17973,17.25362,16.83771,16.45599,0.03865087,0.008112567,0.00576682,0.005719109,0.01292779,0.1002387,0.07810529,0.05403288,0.04015222,0.02986587
5.31934716053591,1237660634391576934,178.443941372072,46.2993278562144,21.58817,22.41385,20.78132,19.77114,19.54143,0.5334168,0.1220879,0.06337824,0.04636774,0.1159125,0.1284722,0.1001047,0.06925194,0.05146161,0.03827798
5.39750680289785,1237661355931730052,178.294964461346,46.2014633767727,20.70489,18.90737,17.7335,17.30322,17.04192,0.09391674,0.01206446,0.006983099,0.006758196,0.01507803,0.1055202,0.08222059,0.05687982,0.0422678,0.03143948
6.00938865200557,1237661355931861128,178.56867696377,46.2071392239614,19.28831,18.01766,17.29037,16.92056,16.55025,0.05477606,0.009798031,0.00716143,0.007301903,0.01759462,0.09350399,0.07285768,0.0504026,0.03745453,0.02785929
6.20977595439856,1237660634391576713,178.53159028631,46.283753463694,19.95174,18.17628,17.11193,16.66644,16.35153,0.07502303,0.008101964,0.005351317,0.005238959,0.0111491,0.1096435,0.08543346,0.05910247,0.04391947,0.03266802
6.95737080690947,1237661355931795559,178.310865456898,46.1263213122935,18.97253,17.75019,17.03125,16.61564,16.31363,0.03760717,0.00755259,0.005978115,0.006265728,0.01578537,0.09226941,0.0718957,0.04973711,0.03696001,0.02749146
7.11049546367823,1237660634391576733,178.557019040284,46.2865433176689,20.99236,18.60231,17.57468,17.13568,16.81133,0.1116488,0.01004423,0.006611324,0.006469408,0.01492055,0.1039136,0.08096877,0.05601382,0.04162427,0.03096081
7.52506652064676,1237660634391576722,178.534926676114,46.3110308182986,18.32502,17.37913,16.97721,16.73502,16.63433,0.07025813,0.01095993,0.008194699,0.008544135,0.0224596,0.1113446,0.08675898,0.06001946,0.04460089,0.03317487
7.92313674672005,1237660634391577099,178.584897045312,46.2829627571804,22.62753,21.22743,19.45104,18.6965,18.43369,0.5035979,0.06678336,0.0244105,0.02308888,0.05852392,0.09780398,0.0762082,0.05272048,0.03917697,0.02914047
