distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z
1.26832192812404,1237664673793245935,205.729145313365,36.1738119669414,23.79657,22.49516,21.41313,20.20045,19.36785,0.5547178,0.172423,0.07528944,0.04522832,0.09033459,0.04658138,0.0362959,0.02510933,0.01865893,0.01387881
3.02836963875728,1237664673793311087,205.792347952157,36.2050739232822,21.19663,21.95474,20.10865,19.14686,18.75716,0.5042855,0.116535,0.04362696,0.03255829,0.09689594,0.04743954,0.03696457,0.02557192,0.01900268,0.0141345
3.40872628491245,1237664673793245298,205.683768852172,36.1569152423777,19.76359,18.16275,17.34617,16.91522,16.52696,0.05061917,0.007789939,0.005717703,0.006353839,0.01383428,0.04979085,0.03879669,0.02683937,0.01994453,0.01483507
4.16776143005356,1237664673793245791,205.670769331697,36.1460377563257,22.08848,21.67571,20.96183,19.78011,19.63115,0.4277103,0.09835497,0.07858339,0.05238723,0.1223191,0.05069908,0.03950438,0.02732895,0.02030833,0.01510567
4.30400135087326,1237664673793245923,205.742581724683,36.2368600253477,19.51143,21.65637,20.58,19.58789,19.3428,0.2976251,0.09444682,0.0488489,0.03483697,0.1216339,0.05146358,0.04010007,0.02774104,0.02061457,0.01533345
4.54516538220291,1237664673793245323,205.764969402978,36.2408152337632,20.1704,18.72813,17.64876,17.16037,16.81584,0.1016816,0.009840613,0.006051878,0.00634563,0.01314287,0.05081207,0.03959242,0.02738985,0.0203536,0.01513934
4.92612091271569,1237664673793245352,205.685910490114,36.1041799251377,22.7397,20.8617,18.76023,18.09619,17.89174,0.4412086,0.04261987,0.01703438,0.01707899,0.03968534,0.04853394,0.03781732,0.02616184,0.01944106,0.01446057
5.25409726020267,1237664673793245689,205.647257997291,36.1841160256428,22.35112,21.47589,20.16154,19.40754,18.81503,0.3822818,0.1104777,0.03841079,0.02627621,0.0596158,0.05324893,0.0414912,0.02870342,0.02132972,0.01586539
5.70163392011061,1237664673793311172,205.833968232235,36.2348793853446,25.84635,22.57034,20.58395,19.63079,19.12712,0.386247,0.1161584,0.05260375,0.0401791,0.08794652,0.04905828,0.03822588,0.02644449,0.01965109,0.0146168
6.57446671761492,1237664673793245676,205.625455616477,36.1289193052136,21.36224,21.92346,20.75345,19.62711,19.1007,0.7070622,0.1176882,0.05573503,0.03890054,0.1128451,0.05344142,0.0416412,0.02880719,0.02140683,0.01592275
6.62313453504535,1237664673793245831,205.715857575618,36.2718220017492,20.39364,20.91416,19.40087,18.62981,18.13373,0.3484192,0.07684399,0.03221197,0.02615548,0.07590489,0.05198882,0.04050934,0.02802417,0.02082496,0.01548995
6.7077745951161,1237664673793245640,205.616729670887,36.1472287491114,22.77766,21.98079,20.78608,19.63045,18.88899,0.9721506,0.1645047,0.06739701,0.04585637,0.1260989,0.05355418,0.04172905,0.02886797,0.02145199,0.01595634
7.02308601179239,1237664673793245305,205.74793723935,36.2826214584774,18.02355,16.31016,15.50219,15.10883,14.86307,0.02203564,0.00353923,0.002798524,0.00299214,0.005418008,0.05073262,0.03953051,0.02734702,0.02032177,0.01511566
7.36708404139237,1237664673793246092,205.657554816543,36.2610891452287,21.27795,22.18375,21.49046,20.53919,19.56745,0.4864406,0.2644722,0.1303864,0.09389691,0.1475426,0.053953,0.04203982,0.02908295,0.02161175,0.01607517
7.4807458810553,1237664673793245243,205.776615838887,36.2889022696312,18.01493,16.3805,15.64713,15.24164,14.91507,0.01603894,0.003356986,0.002879319,0.003038593,0.004910656,0.04998958,0.03895154,0.0269465,0.02002414,0.01489428
7.72287512211269,1237664673793311357,205.911814925967,36.1795671714668,20.0721,20.58889,20.07619,18.99696,18.96093,0.2309298,0.0737296,0.03874809,0.03489275,0.09963642,0.04654843,0.03627022,0.02509157,0.01864572,0.01386899
7.80302392554597,1237664673793245636,205.647511662119,36.2637740433399,20.87008,22.23967,20.36306,19.66532,18.77847,0.3427578,0.1280875,0.0597305,0.05085595,0.06735046,0.05405878,0.04212224,0.02913997,0.02165412,0.01610669
7.81890294656674,1237664673793246193,205.730749687878,36.2946892549754,25.71421,22.50749,20.37909,19.6057,18.89049,0.5170947,0.261006,0.09160825,0.05720767,0.1117112,0.05043554,0.03929903,0.02718689,0.02020277,0.01502715
7.95253210327719,1237664673793311638,205.896508027008,36.100921058573,24.37076,22.11327,21.32102,20.93283,20.1153,1.017058,0.6817273,0.1692654,0.1173781,0.2199666,0.04665269,0.03635146,0.02514777,0.01868749,0.01390006
