distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z
1.82158534549262,1237664878881210961,154.986917498901,33.3839492049105,20.75796,20.85212,19.77355,18.97081,18.78038,0.5013258,0.1473845,0.04925374,0.03127281,0.09122176,0.1138538,0.08871411,0.06137201,0.04560598,0.03392247
4.20385547317245,1237664878881210538,155.016209213008,33.4166863610295,18.9662,18.21019,17.76357,17.445,17.2455,0.04254659,0.008781968,0.008204458,0.008414172,0.02534827,0.1074337,0.08371165,0.05791133,0.04303433,0.03200963
4.3399035418191,1237664878881211131,154.871112187014,33.3812336639214,22.26052,22.67001,20.92897,19.78021,19.01116,1.435987,0.3199441,0.09477429,0.04358869,0.1240123,0.1130977,0.08812492,0.06096442,0.0453031,0.03369718
5.2809500098788,1237664878881210562,154.990104775947,33.4510512777961,19.47304,18.38421,17.70664,17.4218,16.96006,0.09366468,0.0141623,0.009620277,0.009589363,0.02709158,0.1042143,0.0812031,0.05617592,0.04174473,0.03105041
5.55824940468157,1237664878881210511,154.92472786811,33.4565444038003,19.35716,18.31254,17.42594,17.00937,16.6392,0.100451,0.01191854,0.007842544,0.007013388,0.01666185,0.1067581,0.08318523,0.05754715,0.0427637,0.03180834
5.71038737345783,1237664337708253585,155.068278702595,33.3849744918193,25.73488,21.86908,20.10207,19.20182,18.65727,0.5544528,0.1179604,0.04444665,0.02587288,0.07535718,0.1079529,0.08411614,0.05819115,0.04324226,0.0321643
6.64696712879987,1237664878881210992,154.961416821112,33.4784071879564,20.31507,20.84549,19.83323,19.36875,19.30795,0.3272076,0.0996448,0.05284367,0.02765059,0.06592277,0.1010203,0.07871433,0.0544542,0.04046531,0.03009876
6.71783020613773,1237664878881276737,155.054794160802,33.4436156349852,21.72592,22.64161,21.42454,19.83038,19.76252,1.342105,0.2359712,0.1099594,0.04650565,0.1675282,0.1022189,0.07964831,0.05510033,0.04094545,0.03045589
6.97751419752496,1237664878881145434,154.818062821114,33.3531435164942,23.7788,20.18213,20.19351,19.14892,18.73648,0.6978641,0.1027517,0.0635622,0.0392786,0.1140706,0.1067909,0.08321076,0.05756482,0.04277683,0.0318181
7.06610773117606,1237664878881276158,155.022828693828,33.4715208327078,18.87069,18.07495,17.48772,17.25171,17.06708,0.06081082,0.009724374,0.007768535,0.007649167,0.0207308,0.09992941,0.07786432,0.05386617,0.04002834,0.02977373
8.24940279982705,1237664337708187922,155.048860458898,33.2541006282458,21.98239,22.0795,20.26631,19.37526,18.91807,1.091258,0.1232869,0.04026072,0.03040593,0.07245082,0.1098759,0.08561456,0.05922776,0.04401257,0.03273727
8.348640385823,1237664337708122900,154.863916693491,33.2518946498705,22.46209,23.00816,21.7771,20.40456,19.76755,0.5217009,0.3324055,0.1811178,0.05855257,0.1411559,0.1084278,0.08448622,0.05844718,0.04343252,0.03230581
