distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z
0.918774334031386,1237665331465027691,190.526983396027,33.2788320290348,19.41375,17.9978,17.56118,17.19465,17.14431,0.05517841,0.0093348,0.008718817,0.01067443,0.03081904,0.08081935,0.06297389,0.04356505,0.0323735,0.02407994
1.32213483626843,1237665331465028008,190.550775579111,33.3053991202949,25.24958,22.84023,21.32847,19.90963,18.93507,0.9597582,0.2008183,0.1189554,0.05075261,0.1441187,0.081249,0.06330867,0.04379664,0.0325456,0.02420795
2.00387342705996,1237665331465027696,190.5348407519,33.3165288705071,19.19617,17.74798,16.87602,16.43716,16.24793,0.07581098,0.007352489,0.00492408,0.00505574,0.01150175,0.08185332,0.06377955,0.0441224,0.03278767,0.024388
3.26505330544246,1237665331464962256,190.513773173906,33.235956533019,21.17364,20.39188,18.881,18.341,18.00109,0.3329419,0.03362214,0.0135719,0.0132793,0.04082193,0.07843871,0.06111891,0.04228178,0.0314199,0.02337063
3.75266188680889,1237665331465027714,190.539522624744,33.2216380666494,19.71899,17.58556,16.43127,15.96637,15.70098,0.06339011,0.006452266,0.004046524,0.004129832,0.008692558,0.0768286,0.05986433,0.04141386,0.03077494,0.0228909
3.82323470587621,1237665331465028149,190.608298344406,33.3185598444771,20.4815,22.35474,20.2927,19.44303,19.15642,0.6427618,0.1579401,0.04329523,0.03333863,0.07936605,0.07865628,0.06128844,0.04239906,0.03150705,0.02343545
3.91462238760776,1237665331465027618,190.619783334963,33.3003445453519,18.76806,17.51764,17.14644,16.881,16.55684,0.04884741,0.0075514,0.00751752,0.009827482,0.02926985,0.07923986,0.06174316,0.04271363,0.03174081,0.02360933
4.11884184793833,1237665331465027779,190.609203052068,33.3260248685968,20.82357,19.78164,18.62691,18.21564,17.88639,0.2190709,0.01634942,0.009995789,0.0104171,0.02472362,0.07815357,0.06089673,0.04212807,0.03130567,0.02328567
4.12222141013251,1237665331464962601,190.482659260198,33.2385389346543,25.90194,21.73073,20.69761,19.8423,19.30656,0.6001008,0.1419664,0.05655811,0.04286099,0.1215616,0.07841718,0.06110213,0.04227017,0.03141127,0.02336421
4.222614220011,1237665331464962224,190.525804241403,33.3527375669942,18.79301,17.30284,16.6433,16.28269,16.08397,0.07220112,0.006641014,0.004677829,0.00492955,0.01103203,0.08050647,0.0627301,0.04339639,0.03224817,0.02398671
