distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z
1.80994383867839,1237659324954903664,245.016861013225,40.1636731420485,20.50882,21.18569,19.19773,18.66493,18.44273,0.6375524,0.06602141,0.02123294,0.01958385,0.05546317,0.04000394,0.0311708,0.02156381,0.01602423,0.01191908
2.87382207994993,1237659324954903594,245.00281471167,40.1803118821206,23.339,21.74146,19.60803,19.05551,18.6649,0.4852052,0.07704759,0.0283393,0.0249035,0.06214879,0.03864745,0.03011383,0.02083261,0.01548086,0.01151492
4.04653188054262,1237659324954968798,245.008259925447,40.0936441503392,23.4628,20.87956,19.28321,18.77306,18.28474,0.5542048,0.07287208,0.02507551,0.01911864,0.05819633,0.03655549,0.02848379,0.01970495,0.01464289,0.01089162
5.13724266684117,1237659324954903486,245.027122778476,40.2350095684266,24.96379,22.4057,20.4711,19.66512,19.23419,0.7710525,0.1587666,0.05960542,0.04018029,0.1209686,0.03462797,0.02698188,0.01866594,0.01387079,0.01031732
5.21445177198657,1237659324954903468,245.017978113779,40.2343828066862,23.52622,22.2419,20.89734,19.71386,19.35738,0.7259253,0.1438219,0.05687189,0.03490796,0.100148,0.03422679,0.02666928,0.01844969,0.0137101,0.01019779
5.9458819412408,1237659324954902788,244.930942333876,40.1849877861316,17.5287,16.35184,15.65124,15.30485,15.00897,0.03018411,0.004741938,0.004050006,0.004360549,0.01089559,0.03638462,0.02835065,0.01961285,0.01457445,0.01084071
6.16459536062083,1237665355622121914,245.186783334186,40.1625458177619,24.14837,21.41018,20.53322,19.61382,19.4296,1.641529,0.1081088,0.07251658,0.0582377,0.2054344,0.04262725,0.03321486,0.02297789,0.01707503,0.01270069
6.23938212545395,1237665355622122460,245.183511584604,40.1814244486553,24.24407,22.90432,21.12172,19.89243,19.40662,0.8239098,0.201016,0.08474196,0.03730917,0.1086681,0.04172673,0.03251319,0.02249247,0.01671432,0.01243238
6.54523090915882,1237659324954968425,245.160139529348,40.0796139016931,23.98495,20.19099,18.63864,18.00376,17.59605,1.282331,0.05252991,0.01941954,0.01743137,0.04214799,0.03951275,0.03078806,0.02129904,0.01582747,0.01177273
6.5831525268929,1237659324954969092,245.156424830216,40.0756001845889,21.32623,20.86294,19.54835,18.80466,18.3318,0.7431783,0.07974739,0.02977206,0.02591735,0.07266247,0.03920605,0.03054909,0.02113372,0.01570462,0.01168135
6.71025846485853,1237665355622122365,245.199379492947,40.1492013520495,22.71556,21.7498,20.3245,19.55305,19.1039,0.3441684,0.09159193,0.03593577,0.02268759,0.05743132,0.0428773,0.0334097,0.02311268,0.0171752,0.01277519
