pair_id,matched_class,original_index,class,file,RA,Dec,match_sep_arcsec,match_ok,emax,inc,pa,sma_max,e_outer,sma_at_emax,pa_at_emax,paliya_catalog_index,x0,y0,paliya_SDSS_NAME,paliya_P-M-F,paliya_RA,paliya_DEC,paliya_Z,paliya_M_B,paliya_BR_H_ALPHA_EW,paliya_BR_H_ALPHA_EW_ERR,paliya_BR_H_ALPHA_FLUX,paliya_BR_H_ALPHA_FLUX_ERR,paliya_BR_H_ALPHA_FWHM,paliya_BR_H_ALPHA_FWHM_ERR,paliya_BR_H_ALPHA_LUM,paliya_BR_H_ALPHA_LUM_ERR,paliya_BR_H_ALPHA_SNR,paliya_BR_H_BETA_EW,paliya_BR_H_BETA_EW_ERR,paliya_BR_H_BETA_FLUX,paliya_BR_H_BETA_FLUX_ERR,paliya_BR_H_BETA_FWHM,paliya_BR_H_BETA_FWHM_ERR,paliya_BR_H_BETA_LUM,paliya_BR_H_BETA_LUM_ERR,paliya_BR_H_BETA_SNR,paliya_NA_H_ALPHA_EW,paliya_NA_H_ALPHA_EW_ERR,paliya_NA_H_ALPHA_FLUX,paliya_NA_H_ALPHA_FLUX_ERR,paliya_NA_H_ALPHA_FWHM,paliya_NA_H_ALPHA_FWHM_ERR,paliya_NA_H_ALPHA_LUM,paliya_NA_H_ALPHA_LUM_ERR,paliya_NA_H_ALPHA_SNR,paliya_NA_H_BETA_EW,paliya_NA_H_BETA_EW_ERR,paliya_NA_H_BETA_FLUX,paliya_NA_H_BETA_FLUX_ERR,paliya_NA_H_BETA_FWHM,paliya_NA_H_BETA_FWHM_ERR,paliya_NA_H_BETA_LUM,paliya_NA_H_BETA_LUM_ERR,paliya_NA_H_BETA_SNR,paliya_NA_OIII_4960_EW,paliya_NA_OIII_4960_EW_ERR,paliya_NA_OIII_4960_FLUX,paliya_NA_OIII_4960_FLUX_ERR,paliya_NA_OIII_4960_FWHM,paliya_NA_OIII_4960_FWHM_ERR,paliya_NA_OIII_4960_LUM,paliya_NA_OIII_4960_LUM_ERR,paliya_NA_OIII_4960_SNR,paliya_NA_OIII_5007_EW,paliya_NA_OIII_5007_EW_ERR,paliya_NA_OIII_5007_FLUX,paliya_NA_OIII_5007_FLUX_ERR,paliya_NA_OIII_5007_FWHM,paliya_NA_OIII_5007_FWHM_ERR,paliya_NA_OIII_5007_LUM,paliya_NA_OIII_5007_LUM_ERR,paliya_NA_OIII_5007_SNR,paliya_NA_NII_6549_EW,paliya_NA_NII_6549_EW_ERR,paliya_NA_NII_6549_FLUX,paliya_NA_NII_6549_FLUX_ERR,paliya_NA_NII_6549_FWHM,paliya_NA_NII_6549_FWHM_ERR,paliya_NA_NII_6549_LUM,paliya_NA_NII_6549_LUM_ERR,paliya_NA_NII_6549_SNR,paliya_NA_NII_6585_EW,paliya_NA_NII_6585_EW_ERR,paliya_NA_NII_6585_FLUX,paliya_NA_NII_6585_FLUX_ERR,paliya_NA_NII_6585_FWHM,paliya_NA_NII_6585_FWHM_ERR,paliya_NA_NII_6585_LUM,paliya_NA_NII_6585_LUM_ERR,paliya_NA_NII_6585_SNR,paliya_NA_SII_6718_EW,paliya_NA_SII_6718_EW_ERR,paliya_NA_SII_6718_FLUX,paliya_NA_SII_6718_FLUX_ERR,paliya_NA_SII_6718_FWHM,paliya_NA_SII_6718_FWHM_ERR,paliya_NA_SII_6718_LUM,paliya_NA_SII_6718_LUM_ERR,paliya_NA_SII_6718_SNR,paliya_NA_SII_6732_EW,paliya_NA_SII_6732_EW_ERR,paliya_NA_SII_6732_FLUX,paliya_NA_SII_6732_FLUX_ERR,paliya_NA_SII_6732_FWHM,paliya_NA_SII_6732_FWHM_ERR,paliya_NA_SII_6732_LUM,paliya_NA_SII_6732_LUM_ERR,paliya_NA_SII_6732_SNR,paliya_L_CONT_AGN_5100,paliya_L_CONT_AGN_5100_ERR,paliya_R4570,paliya_M_BH,paliya_M_BH_ERR,paliya_L_BOL,paliya_L_BOL_ERR,paliya_R_EDD,paliya_R_EDD_ERR,paliya_RL,ps1_objID,ps1_raMean,ps1_decMean,ps1_gKronFlux,ps1_gKronFluxErr,ps1_rKronFlux,ps1_rKronFluxErr,ps1_rKronRad,ps1_iKronFlux,ps1_iKronFluxErr,ps1_zKronFlux,ps1_zKronFluxErr,ps1_yKronFlux,ps1_yKronFluxErr,ps1_ng,ps1_ni,ps1_nr,ps1_ny,ps1_nz,ps1_rpsfMajorFWHM,ps1_rpsfMinorFWHM,ps1_rFWHM_eff,ps1_match_sep_arcsec,ps1_n_candidates,ps1_query_ok,ps1_status,ps1_error,R_gal_arcsec,a_bar_arcsec_assumed,L_bar_arcsec_assumed,N_FWHM_ps1,ps1_resolved,ps1_resolved_status
22,barred,24,barred,z_0.10_masked/t156.8571+35.9087.r_ellipse.txt,156.8571,35.9087,0.0659527250092995,True,0.48,50.47485623149699,68.32309666666667,45.95,0.31,19.49,88.87,8989,241.43,241.9,102725.71+355431.2,spec-4564-55570-0896,156.8571,35.90868,0.05228737,-21.0926,106.4898,2.114329,-13.31823,0.005845175,1316.387,20.89331,41.51606,0.005845175,59.99558,37.16087,0.6152318,-13.77644,0.006427051,1119.945,22.05453,41.05785,0.006427051,29.67633,33.0613,1.037786,-13.84361,0.009838925,386.2863,3.871674,40.99068,0.009838925,87.04217,0.591252,0.07340471,-15.59551,0.05368455,69.10942,0.0,39.23878,0.05368455,11.27852,4.604231,0.06425499,-14.6758,0.005945905,459.4775,6.59865,40.1585,0.005945905,13.04245,14.34672,0.2028668,-14.19741,0.005945617,460.6955,6.425811,40.63689,0.005945617,38.60336,10.45616,0.159902,-14.3198,0.005543416,383.7995,3.960333,40.5145,0.005543416,29.35587,30.73508,0.4323213,-13.85059,0.005543205,380.0398,3.695394,40.9837,0.005543205,86.8863,4.986945,0.1404174,-14.64466,0.01173644,380.0199,3.691841,40.18963,0.01173644,13.6817,4.473139,0.1240248,-14.68939,0.01154235,381.0609,3.773001,40.14491,0.01154235,12.27093,42.98746,0.01469032,0.5763027,6.25661,0.0183377,43.95407,0.01469032,-0.4424168,0.02349632,0.4133147,151091568572011021,156.85716068584654,35.90867539715247,0.001674209954217,2.703950030991109e-06,0.0029348300304263,4.694099970947718e-06,11.80090045928955,0.0041289199143648,3.616509957282687e-06,0.0046433201059699,5.050369964010315e-06,0.0058121997863054,1.418410010955995e-05,8,14,6,13,16,1.192229986190796,1.1219799518585205,1.1565717195706602,0.1978783719191625,1,True,ok,,11.8551,4.149285,8.29857,7.175145180863125,True,resolved
23,barred,25,barred,z_0.05_masked/t158.6608+39.6412.r_ellipse.txt,158.6608,39.6412,0.0436744801573144,True,0.32,16.76768819295791,-26.363316,45.95,0.04,10.0,-49.0,9216,240.42,241.26,103438.59+393828.2,spec-1430-53002-0485,158.6608,39.64119,0.04307265,-21.08101,139.0944,3.13357,-13.02076,0.00705015,877.6354,28.82781,41.63545,0.00705015,54.72259,37.27391,1.287848,-13.57192,0.01045301,763.1331,25.43632,41.08428,0.01045301,27.94094,10.3404,1.859323,-14.15479,0.07732466,308.9454,11.33949,40.50141,0.07732466,16.58296,2.056017,0.6042262,-14.86716,0.1229522,293.5932,7.628814,39.78904,0.1229522,5.393738,6.082448,0.1752122,-14.33118,0.01252137,290.2965,7.973947,40.32502,0.01252137,18.35486,18.84571,0.5487911,-13.8527,0.01251589,290.3946,8.082677,40.8035,0.01251589,54.67683,7.013036,0.2573653,-14.33437,0.01415704,308.1951,11.70185,40.32183,0.01415704,11.06343,19.44563,0.6367054,-13.86514,0.01415529,311.6521,10.30274,40.79106,0.01415529,31.7037,4.274299,0.2614456,-14.53587,0.02595831,309.1436,10.95394,40.12034,0.02595831,6.713479,4.055212,0.2618694,-14.56043,0.02734109,312.4141,10.39413,40.09578,0.02734109,6.219859,42.9599,0.04076753,0.9024143,5.796876,0.03427436,43.92651,0.04076753,-0.01024363,0.0532609,1.368292,155561586608629999,158.66082970185104,39.641156252598826,0.0021556899882853,2.530450046833721e-06,0.0033894500229507,2.5341701075376477e-06,10.735899925231934,0.0042642802000045,2.4755099730100483e-06,0.0047565498389303,4.757810074806912e-06,0.0056437100283801,1.3232100172899663e-05,13,28,18,18,15,1.3187799453735352,1.2519400119781494,1.284925437761852,0.1777162923930687,1,True,ok,,11.8551,4.149285,8.29857,6.45840587797442,True,resolved
24,barred,26,barred,z_0.10_masked/t159.4659+33.8139.r_ellipse.txt,159.4659,33.8139,0.1388273884931729,True,0.28,47.08169871591468,-26.354334666666663,67.28,0.29,16.11,-35.09,9316,243.56,242.61,103751.82+334850.1,spec-1982-53436-0506,159.4659,33.81394,0.05104554,-21.43649,44.7663,1.09909,-13.97718,0.00881668,1588.321,39.58747,40.83498,0.00881668,23.47998,14.91505,1.017629,-14.49604,0.02735516,1741.299,129.8136,40.31612,0.02735516,5.28778,5.041856,0.2857417,-14.97368,0.02151114,260.7233,8.231523,39.83849,0.02151114,20.57176,1.402106,0.1954474,-15.60046,0.05979798,203.7589,21.59356,39.21171,0.05979798,5.207866,0.9123487,0.1638382,-15.68994,0.08155192,204.2102,21.31898,39.12222,0.08155192,4.218633,2.894567,0.5205386,-15.21153,0.0815514,203.2436,21.13724,39.60064,0.0815514,12.81868,1.572003,0.05644912,-15.42005,0.01590027,267.2726,7.59008,39.39212,0.01590027,7.173337,4.598982,0.1656023,-14.95084,0.01590212,256.1829,8.14643,39.86133,0.01590212,21.85199,1.082163,0.09792707,-15.59501,0.03898329,260.1853,8.496608,39.21716,0.03898329,4.806497,0.7448555,0.08703934,-15.74626,0.05065679,255.6523,7.990539,39.0659,0.05065679,3.43701,41.89187,0.1564329,0.8883311,6.037737,0.09564729,42.85848,0.1564329,-1.319136,0.1833566,-999.0,148571594661827356,159.46594629999396,33.813928917791166,0.0025455099530518,4.087779871042585e-06,0.0038663900922983,3.888730134349316e-06,19.525400161743164,0.0054696002043783,5.611930191662395e-06,0.0062858499586582,9.217479600920342e-06,0.00824243016541,2.1874100639251992e-05,13,18,15,15,14,1.319280028343201,1.2768100500106812,1.297871333748833,0.1732512957428819,1,True,ok,,17.358240000000002,6.075384000000001,12.150768000000001,9.362074409104288,True,resolved
25,barred,27,barred,z_0.10_masked/t162.6270+23.4921.r_ellipse.txt,162.627,23.4921,0.1121582095786003,True,0.57,54.13763848689023,-13.8380405,37.97,0.38,13.31,22.37,9705,242.02,241.17,105030.48+232931.4,spec-2481-54086-0499,162.627,23.49207,0.0604007,-19.84742,81.99012,1.792153,-13.71054,0.008512423,1024.056,40.60556,41.25736,0.008512423,51.1612,9.168896,0.5527079,-14.82319,0.02354161,771.5133,81.04941,40.14471,0.02354161,9.809864,9.698676,1.487871,-14.65152,0.06582774,433.5912,12.65197,40.31638,0.06582774,20.02875,0.87236,0.3210521,-15.87555,0.1571432,264.7643,11.77727,39.09235,0.1571432,3.679451,2.19072,0.161556,-15.40207,0.03160724,269.9293,11.35512,39.56583,0.03160724,10.60956,6.901786,0.5074616,-14.92356,0.03160424,266.9868,10.79678,40.04433,0.03160424,32.00388,3.469027,0.1313018,-15.0773,0.01593435,431.0946,13.19068,39.89059,0.01593435,7.540302,10.14763,0.3719465,-14.6081,0.0159381,432.5651,12.40037,40.35979,0.0159381,22.00066,3.046481,0.1617933,-15.1302,0.02251301,431.0878,12.99083,39.8377,0.02251301,6.496544,2.463995,0.1578636,-15.21865,0.02735051,434.3186,12.16343,39.74925,0.02735051,5.255037,42.56224,0.03265072,0.6255562,5.724315,0.09242281,43.52885,0.03265072,-0.3353428,0.09802064,-999.0,136191626270151061,162.62697773469563,23.492055986876483,0.0006272930186241,2.4346900318050757e-06,0.0011883500264957,3.4386901006655535e-06,10.233400344848633,0.0017450100276619,3.6384899431141098e-06,0.0020433499012142,7.729890057817101e-06,0.002620690036565,1.7735299479682e-05,8,12,12,11,12,1.0406299829483032,0.98615300655365,1.013025363154518,0.1746695840385554,1,True,ok,,9.79626,3.4286909999999997,6.857381999999999,6.769210574004191,True,resolved
26,barred,28,barred,z_0.10_masked/t165.5678+40.8972.r_ellipse.txt,165.5678,40.8972,0.1779645827886691,True,0.26,32.54533290126058,-34.12291,31.38,0.14,7.51,-60.6,9996,241.68,241.93,110216.26+405350.1,spec-1435-52996-0608,165.5678,40.89725,0.08284797,-20.44077,112.2006,1.814021,-13.53261,0.005022277,1781.054,24.38444,41.73252,0.005022277,35.59566,28.58042,1.142272,-14.09735,0.01408533,2020.561,68.84241,41.16778,0.01408533,11.25218,8.02817,0.4985563,-14.73702,0.02279426,236.3729,7.439923,40.52811,0.02279426,23.75771,1.919219,0.1912037,-15.32728,0.03854208,235.942,14.7622,39.93785,0.03854208,8.201316,1.255998,0.2439564,-15.44618,0.08479924,232.9562,14.53736,39.81894,0.08479924,6.260641,3.938269,0.7644793,-14.96789,0.08479951,236.5224,15.38232,40.29724,0.08479951,18.2902,2.025698,0.09154112,-15.26583,0.0193932,236.4824,7.646972,39.9993,0.0193932,7.049917,5.896521,0.262198,-14.79663,0.01939368,246.889,7.934801,40.4685,0.01939368,19.78988,2.143944,0.1621278,-15.24252,0.03232154,244.5387,8.651208,40.02261,0.03232154,7.002,1.752339,0.1359594,-15.32299,0.0332852,241.9886,8.239909,39.94213,0.0332852,5.886228,42.97137,0.05063956,0.1993126,6.893866,0.0373506,43.93798,0.05063956,-1.095764,0.06292402,-999.0,157071655678047344,165.5677464450005,40.89724558230223,0.0005381180089898,1.780420006980421e-06,0.0008978410041891,1.7076499716495164e-06,7.83765983581543,0.0012398300459608,1.68432995906187e-06,0.0013750899815931,5.441159828478703e-06,0.0015406700549647,8.845489901432302e-06,10,33,15,17,11,1.0792399644851685,1.0606600046157837,1.0699096530606578,0.2194669542945147,1,True,ok,,8.09604,2.833614,5.667228,5.296922019338674,True,resolved
27,barred,30,barred,z_0.10_masked/t167.3617+17.6906.r_ellipse.txt,167.3617,17.6906,0.042898293826562,True,0.39,27.35900954541093,34.7643,37.97,0.11,9.09,56.21,10189,242.44,241.21,110926.81+174126.1,spec-2490-54179-0124,167.3617,17.69061,0.08835486,-21.27904,98.32642,1.681523,-13.80022,0.004941942,1035.119,18.38552,41.5262,0.004941942,52.30913,17.30712,1.211448,-14.55767,0.02540549,1315.909,94.17345,40.76876,0.02540549,7.588718,7.59947,0.4179533,-14.92709,0.02336433,202.0955,3.679352,40.39933,0.02336433,29.50118,2.340543,0.2187848,-15.48056,0.03719334,195.3134,4.790938,39.84586,0.03719334,8.714991,3.554685,0.1314573,-15.23051,0.01583085,192.4691,4.364428,40.09592,0.01583085,16.10794,11.08779,0.4032324,-14.75214,0.01582784,193.0953,4.635004,40.57429,0.01582784,47.18885,3.122073,0.09344273,-15.30211,0.01046007,202.9335,3.823398,40.02431,0.01046007,12.31223,8.830249,0.214697,-14.83291,0.01046021,205.7805,4.270049,40.49351,0.01046021,34.74704,1.87967,0.1388413,-15.51754,0.03166931,207.5839,4.517644,39.80888,0.03166931,6.896161,1.883388,0.1383654,-15.51508,0.03129132,203.629,3.926389,39.81134,0.03129132,7.278886,42.86896,0.05228067,0.9173971,6.22396,0.06646395,43.83557,0.05228067,-0.528267,0.08456196,-999.0,129221673617169264,167.36171849440032,17.690616021578165,0.0008266139775514,1.8910200196842195e-06,0.0012930900556966,2.2572799025510903e-06,9.597220420837402,0.0018620600458234,3.3354699553456157e-06,0.0022182099055498,5.4329598242475186e-06,0.0024090299848467,1.3654200301971288e-05,16,12,13,13,15,1.2711800336837769,1.200659990310669,1.235416936473626,0.0857336182380674,1,True,ok,,9.79626,3.4286909999999997,6.857381999999999,5.550662126725986,True,resolved
28,barred,31,barred,z_0.10_masked/t167.5503+1.2244.r_ellipse.txt,167.5503,1.2244,0.0410980248701064,True,0.27,24.678510440871214,-30.216380249999997,37.97,0.09,21.44,0.44,10207,241.61,242.35,111012.07+011327.8,spec-0278-51900-0527,167.5503,1.224409,0.09533,-21.42929,157.988,3.087662,-12.90096,0.003665088,1524.32,14.42149,42.49839,0.003665088,80.27654,34.86697,0.5671291,-13.40526,0.005835841,1998.737,32.37585,41.99409,0.005835841,24.4765,1.344772,0.402664,-14.99563,0.1251663,281.1584,10.91579,40.40373,0.1251663,4.995764,0.3190985,0.08692311,-15.45738,0.1167091,228.8702,6.181462,39.94198,0.1167091,2.72776,1.893121,0.07991986,-14.67878,0.01818467,224.9376,5.403363,40.72057,0.01818467,16.46769,5.813119,0.2442861,-14.20039,0.01818955,225.6928,5.699992,41.19896,0.01818955,48.82658,2.112643,0.09270003,-14.76927,0.01858363,286.307,10.02179,40.63008,0.01858363,8.242488,6.223975,0.2666803,-14.29998,0.01857229,280.2122,11.72243,41.09938,0.01857229,24.74881,1.563067,0.1008532,-14.91302,0.02772962,283.6884,11.2273,40.48633,0.02772962,5.855229,1.419054,0.112034,-14.95378,0.03387282,278.4774,12.04435,40.44557,0.03387282,5.405629,44.0645,0.01117681,0.763965,7.178713,0.0149415,45.03111,0.01117681,-0.2874822,0.0186593,-999.0,109461675502869765,167.55031060705485,1.2244128876965048,0.0011387000558897,1.5425899846377431e-06,0.0017720599425956,1.963419890671503e-06,7.361760139465332,0.0023443999234586,1.7305300161751802e-06,0.0026042400859296,4.842609996558167e-06,0.0032015598844736,1.1639400327112526e-05,10,26,13,12,9,1.3361300230026243,1.2852599620819092,1.310448176274382,0.0600834458334818,1,True,ok,,9.79626,3.4286909999999997,6.857381999999999,5.232852488295729,True,resolved
29,barred,32,barred,z_0.10_masked/t168.6819+52.9762.r_ellipse.txt,168.6819,52.9762,0.0409147933451246,True,0.26,35.235747450033834,71.25124666666669,28.53,0.18,6.83,-77.23,10357,241.07,241.82,111443.65+525834.2,spec-1012-52649-0133,168.6819,52.97619,0.07908345,-20.46214,69.04321,2.126858,-13.88792,0.006616956,899.1166,16.03352,41.33298,0.006616956,49.02326,16.49634,0.8208662,-14.42862,0.01674358,679.0377,31.19739,40.79229,0.01674358,18.40902,16.11042,0.8155491,-14.56999,0.01217712,193.7251,2.9551,40.65091,0.01217712,67.61683,1.21798,0.1247555,-15.59961,0.04051343,119.9524,7.816782,39.6213,0.04051343,11.3631,3.809493,0.0569218,-15.05749,0.0062631,221.3153,2.768138,40.16342,0.0062631,19.14589,11.78523,0.1768224,-14.5792,0.006262565,223.0175,2.887595,40.64171,0.006262565,56.39921,2.671535,0.05624213,-15.27956,0.008479877,192.1339,2.651957,39.94134,0.008479877,13.80919,7.809618,0.1573883,-14.81033,0.008481832,192.7978,2.82506,40.41058,0.008481832,39.64496,3.331528,0.1252734,-15.19274,0.0159205,192.0366,2.63466,40.02816,0.0159205,16.50049,2.352789,0.1043464,-15.33516,0.01889066,194.3111,2.898687,39.88573,0.01889066,11.21327,43.03323,0.02999906,0.9516504,5.711229,0.04212755,43.99984,0.02999906,0.1487333,0.05171726,-999.0,171571686821122193,168.68189739375876,52.97619660879709,0.0005190820083953,2.261090003230493e-06,0.0007574670016765,2.180350065827952e-06,7.8065900802612305,0.0010394699638709,2.069629999823519e-06,0.0010746499756351,6.597760147997178e-06,0.0011584700550884,1.5526300558121875e-05,6,28,10,8,8,1.213819980621338,1.1343799829483032,1.1734279223367503,0.0134521957470671,1,True,ok,,7.360740000000001,2.5762590000000003,5.152518000000001,4.39099658523494,True,resolved
30,barred,33,barred,z_0.10_masked/t170.6235+21.8043.r_ellipse.txt,170.6235,21.8043,0.1096175557624169,True,0.39,11.007607427790848,-19.98181,41.77,0.02,13.31,-20.41,10581,241.74,241.47,112229.65+214815.5,spec-2496-54178-0513,170.6235,21.80433,0.06023635,-20.679,75.33167,0.9923444,-13.47029,0.004235195,1417.145,17.95816,41.49514,0.004235195,57.70893,23.64203,0.8127105,-13.97076,0.01168669,1633.906,41.48097,40.99467,0.01168669,16.58427,1.878025,0.2438343,-15.12213,0.05458032,278.8656,9.754379,39.8433,0.05458032,9.341466,0.09952882,0.06226378,-16.34537,0.2793758,242.1454,10.40749,38.62005,0.2793758,0.688772,1.064704,0.06024281,-15.30201,0.02488623,238.4678,9.178898,39.66341,0.02488623,7.551242,3.372485,0.1930797,-14.82351,0.02489007,244.2114,10.01931,40.14191,0.02489007,22.0302,1.486606,0.0489757,-15.1616,0.01453559,279.8099,9.672558,39.80383,0.01453559,8.527651,4.337168,0.1434738,-14.69242,0.0145419,286.9704,8.382666,40.27301,0.0145419,24.27484,1.242141,0.07353245,-15.24966,0.02545501,286.1633,8.644453,39.71577,0.02545501,6.626707,0.8683709,0.07015968,-15.39513,0.03485476,283.6779,8.794909,39.5703,0.03485476,4.762876,42.69276,0.06652816,0.4903168,6.48215,0.03718236,43.65937,0.06652816,-0.962658,0.07621367,-999.0,134161706235785685,170.62353985492112,21.80433241279699,0.0009809540351852,2.791940005408833e-06,0.0017885999986901,3.625709950938472e-06,9.708580017089844,0.0023905199486762,3.298230012660497e-06,0.0031644599512219,5.795980086986674e-06,0.0037784399464726,1.685350071056746e-05,9,14,7,11,14,1.0288900136947632,0.996263027191162,1.0124450995932082,0.177091346959139,1,True,ok,,10.776660000000001,3.771831,7.543662,7.450934379583623,True,resolved
31,barred,34,barred,z_0.05_masked/t172.4281+55.9868.r_ellipse.txt,172.4281,55.9868,0.182323505995097,True,0.64,41.399045697590594,67.89963333333334,50.54,0.24,21.44,48.03,10820,240.4,242.52,112942.75+555912.6,spec-1310-53033-0283,172.4281,55.98685,0.04882211,-20.15195,54.99791,2.077362,-14.02772,0.01468135,895.8645,36.96899,40.74333,0.01468135,31.49226,17.94303,1.218911,-14.54486,0.02593566,1180.84,76.535,40.22619,0.02593566,6.514994,1.846896,1.034385,-15.52204,0.2448274,494.2813,12.16635,39.24902,0.2448274,2.643096,0.6770501,0.2258696,-15.95379,0.1434608,258.7982,12.71323,38.81726,0.1434608,1.642026,3.520978,0.1912897,-15.23758,0.02365471,254.2389,12.30451,39.53348,0.02365471,8.764412,11.13932,0.5983509,-14.75919,0.02365339,257.5932,13.59838,40.01186,0.02365339,25.93969,7.215017,0.2212023,-14.88984,0.01354014,494.7999,11.96421,39.88121,0.01354014,11.31108,21.36523,0.6576452,-14.42062,0.01353952,496.4561,13.0588,40.35043,0.01353952,32.95358,3.8009,0.2213845,-15.17975,0.02467629,497.0371,12.53498,39.5913,0.02467629,5.630779,4.149687,0.2264705,-15.13757,0.02312787,495.2536,12.624,39.63349,0.02312787,6.21256,41.88361,0.1551399,0.7240995,5.754137,0.08968374,42.85022,0.1551399,-1.043795,0.179197,-999.0,175181724281944972,172.42825687,55.98689244,0.000689594016876,2.463870032443083e-06,0.0011233299737796,2.8378099159453996e-06,12.836099624633787,0.0016990699805319,2.42819010054518e-06,0.0019050899427384,7.043200184853049e-06,0.0022519601043313,1.4954899597796611e-05,10,44,14,15,17,1.19923996925354,1.1620999574661257,1.180523916429149,0.4588453042098089,2,True,ok,,13.03932,4.563762,9.127524,7.731756953818396,True,resolved
32,barred,35,barred,z_0.10_masked/t172.7681+30.4616.r_ellipse.txt,172.7681,30.4616,0.0679717415200826,True,0.4,29.92653297779767,5.0404321,28.53,0.13,8.26,-17.02,10876,240.96,241.87,113104.35+302741.8,spec-2217-53794-0603,172.7681,30.46162,0.08295851,-20.54783,79.43243,1.705174,-13.72291,0.007134758,1412.916,29.84205,41.54347,0.007134758,31.35219,20.39695,1.168573,-14.27576,0.02038265,1641.237,85.41111,40.99063,0.02038265,8.579766,22.19809,0.862924,-14.33146,0.01179222,303.4393,4.657416,40.93493,0.01179222,51.37803,5.271733,0.3409897,-14.91345,0.02078523,267.2375,7.799895,40.35294,0.02078523,17.57148,4.886006,0.232252,-14.88989,0.02051323,273.0608,6.384284,40.3765,0.02051323,17.79783,15.27059,0.7386802,-14.41158,0.02051644,266.3935,7.263335,40.85481,0.02051644,54.23355,5.29723,0.1007796,-14.88306,0.008131008,301.1013,5.143214,40.38333,0.008131008,14.63364,15.46953,0.2887267,-14.41389,0.008131961,303.5893,4.469734,40.85249,0.008131961,42.27085,4.963738,0.2019545,-14.9123,0.01725606,301.299,4.901892,40.35409,0.01725606,13.28668,3.64801,0.1583672,-15.0384,0.01846141,306.6752,4.338253,40.22798,0.01846141,9.663354,42.97915,0.0544214,0.5494128,6.59423,0.05140973,43.94576,0.0544214,-0.7883492,0.0748642,-999.0,144551727681724569,172.76814635052472,30.46164576383381,0.0005313690053299,1.508440050201898e-06,0.0008790830033831,1.4051499874767617e-06,6.303030014038086,0.0012851599603891,2.1672799448424485e-06,0.0014472099719569,3.574069978640182e-06,0.00175231997855,9.979399692383597e-06,10,12,17,13,16,1.082319974899292,1.0428099632263184,1.0623813125351182,0.2186995602777072,1,True,ok,,7.360740000000001,2.5762590000000003,5.152518000000001,4.849970475953452,True,resolved
33,barred,36,barred,z_0.10_masked/t173.1944+6.4401.r_ellipse.txt,173.1944,6.4401,0.0730966035724262,True,0.34,29.9575370551786,55.443751666666664,25.94,0.13,9.09,5.69,10927,241.32,241.65,113246.66+062624.4,spec-1619-53084-0245,173.1944,6.44012,0.08375548,-20.59395,215.1348,4.694879,-13.38873,0.003953664,861.4095,17.19648,41.88679,0.003953664,108.1861,57.43783,1.765485,-13.88214,0.009572086,965.2014,32.06573,41.39338,0.009572086,29.34164,4.231857,1.729451,-15.11156,0.1735712,327.1441,7.797414,40.16396,0.1735712,7.824806,2.766345,1.032636,-15.22353,0.1618914,429.2603,8.035254,40.05199,0.1618914,4.366095,9.073728,0.2859095,-14.68078,0.01402126,427.15,8.359847,40.59474,0.01402126,15.04882,28.30877,0.8801047,-14.20239,0.01401987,427.8087,8.121572,41.07313,0.01401987,44.77741,4.77442,0.156392,-15.03417,0.01344427,328.6615,7.503452,40.24134,0.01344427,9.247024,14.13519,0.4704848,-14.56491,0.01344164,327.4083,8.118679,40.71061,0.01344164,27.38252,4.745964,0.235046,-15.04864,0.02103732,328.6375,8.205092,40.22688,0.02103732,8.711271,3.461363,0.2248885,-15.18538,0.02759903,326.966,7.935442,40.09014,0.02759903,6.464833,43.15848,0.03197162,0.6822334,6.167336,0.03224386,44.12509,0.03197162,-0.1821223,0.04540761,-999.0,115721731944238600,173.19443986717863,6.440119220195529,0.0004572909965645,1.4203000091583815e-06,0.0006496990099549,2.141559889423661e-06,6.627620220184326,0.0009105430217459,1.5549300087513984e-06,0.000997096998617,3.7842798974452303e-06,0.0011787200346589,1.1606400221353397e-05,10,28,8,10,12,1.1145000457763672,1.0658700466156006,1.0899138570294191,0.1585149895377983,1,True,ok,,6.692520000000001,2.342382,4.684764,4.298288318646038,True,resolved
