pair_id,matched_class,original_index,class,file,RA,Dec,match_sep_arcsec,match_ok,emax,inc,pa,sma_max,e_outer,sma_at_emax,pa_at_emax,paliya_catalog_index,x0,y0,paliya_SDSS_NAME,paliya_P-M-F,paliya_RA,paliya_DEC,paliya_Z,paliya_M_B,paliya_BR_H_ALPHA_EW,paliya_BR_H_ALPHA_EW_ERR,paliya_BR_H_ALPHA_FLUX,paliya_BR_H_ALPHA_FLUX_ERR,paliya_BR_H_ALPHA_FWHM,paliya_BR_H_ALPHA_FWHM_ERR,paliya_BR_H_ALPHA_LUM,paliya_BR_H_ALPHA_LUM_ERR,paliya_BR_H_ALPHA_SNR,paliya_BR_H_BETA_EW,paliya_BR_H_BETA_EW_ERR,paliya_BR_H_BETA_FLUX,paliya_BR_H_BETA_FLUX_ERR,paliya_BR_H_BETA_FWHM,paliya_BR_H_BETA_FWHM_ERR,paliya_BR_H_BETA_LUM,paliya_BR_H_BETA_LUM_ERR,paliya_BR_H_BETA_SNR,paliya_NA_H_ALPHA_EW,paliya_NA_H_ALPHA_EW_ERR,paliya_NA_H_ALPHA_FLUX,paliya_NA_H_ALPHA_FLUX_ERR,paliya_NA_H_ALPHA_FWHM,paliya_NA_H_ALPHA_FWHM_ERR,paliya_NA_H_ALPHA_LUM,paliya_NA_H_ALPHA_LUM_ERR,paliya_NA_H_ALPHA_SNR,paliya_NA_H_BETA_EW,paliya_NA_H_BETA_EW_ERR,paliya_NA_H_BETA_FLUX,paliya_NA_H_BETA_FLUX_ERR,paliya_NA_H_BETA_FWHM,paliya_NA_H_BETA_FWHM_ERR,paliya_NA_H_BETA_LUM,paliya_NA_H_BETA_LUM_ERR,paliya_NA_H_BETA_SNR,paliya_NA_OIII_4960_EW,paliya_NA_OIII_4960_EW_ERR,paliya_NA_OIII_4960_FLUX,paliya_NA_OIII_4960_FLUX_ERR,paliya_NA_OIII_4960_FWHM,paliya_NA_OIII_4960_FWHM_ERR,paliya_NA_OIII_4960_LUM,paliya_NA_OIII_4960_LUM_ERR,paliya_NA_OIII_4960_SNR,paliya_NA_OIII_5007_EW,paliya_NA_OIII_5007_EW_ERR,paliya_NA_OIII_5007_FLUX,paliya_NA_OIII_5007_FLUX_ERR,paliya_NA_OIII_5007_FWHM,paliya_NA_OIII_5007_FWHM_ERR,paliya_NA_OIII_5007_LUM,paliya_NA_OIII_5007_LUM_ERR,paliya_NA_OIII_5007_SNR,paliya_NA_NII_6549_EW,paliya_NA_NII_6549_EW_ERR,paliya_NA_NII_6549_FLUX,paliya_NA_NII_6549_FLUX_ERR,paliya_NA_NII_6549_FWHM,paliya_NA_NII_6549_FWHM_ERR,paliya_NA_NII_6549_LUM,paliya_NA_NII_6549_LUM_ERR,paliya_NA_NII_6549_SNR,paliya_NA_NII_6585_EW,paliya_NA_NII_6585_EW_ERR,paliya_NA_NII_6585_FLUX,paliya_NA_NII_6585_FLUX_ERR,paliya_NA_NII_6585_FWHM,paliya_NA_NII_6585_FWHM_ERR,paliya_NA_NII_6585_LUM,paliya_NA_NII_6585_LUM_ERR,paliya_NA_NII_6585_SNR,paliya_NA_SII_6718_EW,paliya_NA_SII_6718_EW_ERR,paliya_NA_SII_6718_FLUX,paliya_NA_SII_6718_FLUX_ERR,paliya_NA_SII_6718_FWHM,paliya_NA_SII_6718_FWHM_ERR,paliya_NA_SII_6718_LUM,paliya_NA_SII_6718_LUM_ERR,paliya_NA_SII_6718_SNR,paliya_NA_SII_6732_EW,paliya_NA_SII_6732_EW_ERR,paliya_NA_SII_6732_FLUX,paliya_NA_SII_6732_FLUX_ERR,paliya_NA_SII_6732_FWHM,paliya_NA_SII_6732_FWHM_ERR,paliya_NA_SII_6732_LUM,paliya_NA_SII_6732_LUM_ERR,paliya_NA_SII_6732_SNR,paliya_L_CONT_AGN_5100,paliya_L_CONT_AGN_5100_ERR,paliya_R4570,paliya_M_BH,paliya_M_BH_ERR,paliya_L_BOL,paliya_L_BOL_ERR,paliya_R_EDD,paliya_R_EDD_ERR,paliya_RL,ps1_objID,ps1_raMean,ps1_decMean,ps1_gKronFlux,ps1_gKronFluxErr,ps1_rKronFlux,ps1_rKronFluxErr,ps1_rKronRad,ps1_iKronFlux,ps1_iKronFluxErr,ps1_zKronFlux,ps1_zKronFluxErr,ps1_yKronFlux,ps1_yKronFluxErr,ps1_ng,ps1_ni,ps1_nr,ps1_ny,ps1_nz,ps1_rpsfMajorFWHM,ps1_rpsfMinorFWHM,ps1_rFWHM_eff,ps1_match_sep_arcsec,ps1_n_candidates,ps1_query_ok,ps1_status,ps1_error,R_gal_arcsec,a_bar_arcsec_assumed,L_bar_arcsec_assumed,N_FWHM_ps1,ps1_resolved,ps1_resolved_status
10,barred,12,barred,z_0.10_masked/t142.6377+3.7454.r_ellipse.txt,142.6377,3.7454,0.4054808367867026,True,0.43,50.30131088752432,25.75229,45.95,0.34,14.64,-3.09,7314,241.29,241.97,093033.06+034443.6,spec-0569-52264-0356,142.6378,3.745448,0.09093904,-21.65573,105.2916,1.64033,-13.64461,0.003823038,993.1245,15.25011,41.70947,0.003823038,71.12103,34.3996,1.127947,-14.12957,0.01052381,1086.722,35.26066,41.22451,0.01052381,20.32593,23.03139,0.7750719,-14.32739,0.01080806,283.4109,2.735592,41.02669,0.01080806,74.37516,5.244265,0.3557046,-14.97785,0.02384355,254.2998,7.341848,40.37623,0.02384355,17.9283,4.595599,0.3169641,-14.99534,0.02953536,257.6891,8.005773,40.35875,0.02953536,16.6617,14.34991,0.9934185,-14.51694,0.02953514,263.283,6.434016,40.83714,0.02953514,48.6585,4.819924,0.07857314,-14.97562,0.006687815,277.5211,2.962918,40.37847,0.006687815,17.19791,14.09952,0.2175259,-14.50641,0.006688588,274.1685,3.147985,40.84767,0.006688588,50.92528,4.660203,0.1546867,-14.99651,0.01387083,272.0371,3.142513,40.35757,0.01387083,16.22062,3.866352,0.1646962,-15.07219,0.01818985,277.3382,2.96808,40.28189,0.01818985,13.41645,43.0852,0.03660031,0.6982727,6.231747,0.03264266,44.05181,0.03660031,-0.3198138,0.04904209,-999.0,112491426377425024,142.63773647212503,3.7454520424833553,0.0007969019934535,2.793160092551261e-06,0.0012618199689313,2.815570042002946e-06,12.400400161743164,0.0017453000182285,4.232239916746039e-06,0.0019293699879199,6.660330200247699e-06,0.0023360699415206,1.5157300367718562e-05,12,12,16,13,14,1.252879977226257,1.2262500524520874,1.2394935005032774,0.2286201177255017,1,True,ok,,11.8551,4.149285,8.29857,6.695129903166489,True,resolved
11,barred,13,barred,z_0.10_masked/t143.2870+53.7969.r_ellipse.txt,143.287,53.7969,0.0970608504470846,True,0.36,44.03596528983411,-40.83589,37.97,0.27,17.72,-0.76,7379,241.32,242.42,093308.88+534748.9,spec-0555-52266-0049,143.287,53.79693,0.05695321,-19.89258,106.3365,1.611926,-13.6718,0.003613364,774.8105,12.04896,41.24147,0.003613364,108.6017,32.19845,0.7462404,-14.12833,0.008059118,810.4717,18.54719,40.78494,0.008059118,27.1184,5.399977,0.6564345,-14.98671,0.05194715,263.7199,7.980043,39.92656,0.05194715,22.49479,0.1490158,0.1423654,-16.25123,0.2549034,68.96649,0.0,38.66204,0.2549034,2.126566,5.694267,0.07387199,-14.87833,0.005404913,268.9279,3.139475,40.03495,0.005404913,20.90299,17.71147,0.2332713,-14.39985,0.005401462,271.734,3.287381,40.51342,0.005401462,61.55462,1.872623,0.06293102,-15.4123,0.0131565,260.5528,7.663093,39.50097,0.0131565,8.508368,5.50485,0.1704431,-14.94314,0.0131563,271.3081,7.191333,39.97013,0.0131563,24.05786,1.665274,0.09568289,-15.47794,0.02454299,266.6074,7.607281,39.43533,0.02454299,7.023965,1.39775,0.09164691,-15.54949,0.02813342,270.9516,7.248526,39.36378,0.02813342,5.827219,42.72034,0.02190034,0.7122596,5.807903,0.02218617,43.68695,0.02190034,-0.2608304,0.03117452,-999.0,172551432870717024,143.28701764124912,53.796901185321765,0.0004987000138498,1.6952400301306625e-06,0.0008918169769458,2.773210098894197e-06,9.073439598083496,0.0011714999563992,1.976020030269865e-06,0.0012674500467255,5.7388301684113685e-06,0.0015208199620246,1.3161999959265812e-05,14,28,10,14,12,1.3115400075912476,1.218850016593933,1.264345902044294,0.0377531793010918,1,True,ok,,9.79626,3.4286909999999997,6.857381999999999,5.4236597666132695,True,resolved
12,barred,14,barred,z_0.10_masked/t144.1797+50.8805.r_ellipse.txt,144.1797,50.8805,0.1445129395250362,True,0.38,42.970044757457046,44.548738333333326,50.54,0.23,8.26,-33.61,7477,241.81,241.72,093643.13+505249.6,spec-0901-52641-0410,144.1797,50.88046,0.05547925,-21.2189,101.4586,1.581755,-13.37051,0.004440174,1086.175,14.38893,41.51852,0.004440174,73.56627,30.43899,1.174535,-13.84924,0.01189646,1350.234,36.1385,41.03979,0.01189646,17.79074,3.921337,0.4816711,-14.81325,0.05109691,313.9471,11.36518,40.07579,0.05109691,13.32636,0.6856534,0.2143764,-15.53538,0.1301984,276.1482,10.52984,39.35366,0.1301984,2.611202,2.243737,0.1059174,-14.97251,0.02073381,281.3106,9.781588,39.91653,0.02073381,9.170844,6.977686,0.3315775,-14.49407,0.02073079,276.2573,9.925372,40.39496,0.02073079,27.85928,2.191076,0.09233163,-15.0196,0.01847137,314.1852,11.13327,39.86943,0.01847137,8.250532,6.478764,0.2731736,-14.55039,0.01847023,316.6803,10.85488,40.33864,0.01847023,23.79375,1.713174,0.11074,-15.14822,0.0276888,317.3825,10.08085,39.74082,0.0276888,5.865442,1.4342,0.103624,-15.21922,0.03090439,314.7682,11.26933,39.66982,0.03090439,5.040544,42.97726,0.04327014,1.098163,6.231793,0.03032467,43.94387,0.04327014,-0.4278006,0.05283835,-999.0,169051441797017238,144.17969707773153,50.880427639748085,0.0016156199853867,2.485089908077498e-06,0.0025592700112611,2.61537002188561e-06,11.43280029296875,0.0031698099337518,2.2356000499712536e-06,0.0036654600407928,6.3653901634097565e-06,0.0046474901027977,1.6321500879712403e-05,16,34,18,20,20,1.1610100269317627,1.1054500341415403,1.132889480006937,0.2605814579120504,1,True,ok,,13.03932,4.563762,9.127524,8.056852995001869,True,resolved
13,barred,15,barred,z_0.10_masked/t144.2544+1.0955.r_ellipse.txt,144.2544,1.0955,0.0208829494850907,True,0.43,38.627424367541735,15.148756603333332,50.54,0.24,19.49,-10.12,7492,241.85,242.28,093701.04+010543.7,spec-0476-52314-0523,144.2544,1.095498,0.05026412,-20.95204,273.7542,5.134689,-12.64753,0.002933052,1168.091,10.40326,42.15028,0.002933052,125.5434,69.21642,1.106673,-13.07756,0.00494374,1365.336,28.37103,41.72025,0.00494374,32.56914,8.90362,0.9831318,-14.1421,0.04567539,264.2961,8.072059,40.6557,0.04567539,25.46941,1.606694,0.3097357,-14.71817,0.08325759,229.8198,9.161442,40.07963,0.08325759,6.457901,5.044719,0.3769537,-14.22384,0.03254284,230.3183,9.698582,40.57397,0.03254284,19.70749,15.53008,1.1545,-13.74548,0.03255121,236.8064,8.996234,41.05232,0.03255121,57.0073,3.199079,0.1509664,-14.58906,0.01797637,270.0632,7.53085,40.20874,0.01797637,8.963653,9.151209,0.3789972,-14.11976,0.01797581,268.278,8.125959,40.67805,0.01797581,26.49762,3.046928,0.1401294,-14.60759,0.01967902,272.8335,7.642896,40.19022,0.01967902,8.282888,2.629078,0.1320545,-14.67294,0.02151249,264.7582,8.342355,40.12487,0.02151249,7.318658,43.50799,0.01866863,0.4507685,6.706871,0.0199082,44.4746,0.01866863,-0.3721476,0.02729201,-999.0,109311442543585041,144.25436488236005,1.0954871066682983,0.0017577599501237,1.936409944391926e-06,0.002462730044499,2.644240112203988e-06,7.883969783782959,0.0031957100145518,3.089769961661659e-06,0.0031461201142519,6.766810201952467e-06,0.0036744400858879,1.3292100447870324e-05,10,15,13,11,10,1.290310025215149,1.286679983139038,1.2884937258240567,0.1346532755731146,1,True,ok,,13.03932,4.563762,9.127524,7.083871513741743,True,resolved
14,barred,16,barred,z_0.05_masked/t146.3724+9.6029.r_ellipse.txt,146.3724,9.6029,0.0236068510478597,True,0.48,52.605186755397625,-48.84989166666666,61.16,0.36,31.38,-30.27,7727,241.67,241.86,094529.36+093610.4,spec-1305-52757-0179,146.3724,9.602897,0.01317231,-18.79156,92.88766,2.340705,-13.09348,0.008277702,1245.943,31.44071,40.5016,0.008277702,37.26875,29.38975,1.09315,-13.58191,0.01170302,1402.126,45.01053,40.01316,0.01170302,16.60349,16.22522,1.292929,-13.88652,0.02840428,368.3104,6.931756,39.70856,0.02840428,29.13198,4.073249,0.323105,-14.49738,0.02863021,309.2211,4.459769,39.0977,0.02863021,13.21554,13.04575,0.322098,-13.91341,0.01071014,306.3205,4.513378,39.68166,0.01071014,50.47334,41.20237,1.031936,-13.43503,0.0107105,310.7218,4.298046,40.16005,0.0107105,147.2084,6.017958,0.1553362,-14.26821,0.01077681,367.4254,6.741256,39.32687,0.01077681,12.15079,17.58604,0.4747525,-13.79896,0.01077673,372.7664,7.126048,39.79612,0.01077673,34.96476,4.779033,0.2120225,-14.36719,0.01856777,369.5081,6.878115,39.22789,0.01856777,9.345823,4.78126,0.2136791,-14.36325,0.018776,372.4291,7.532319,39.23183,0.018776,9.338027,41.63126,0.08424128,0.1248376,5.999513,0.04705878,42.59787,0.08424128,-1.541521,0.09649415,-999.0,119521463723523871,146.3723735833225,9.602897772220222,0.00264538009651,2.4524999844288686e-06,0.0048177097924053,2.592269993328955e-06,12.84409999847412,0.0067357798106968,4.173150045971852e-06,0.0080477502197027,8.192509994842112e-06,0.0096620302647352,1.8427499526296746e-05,18,20,26,14,11,1.2293699979782104,1.1693099737167358,1.198963969443638,0.0941098128769825,2,True,ok,,15.77928,5.522748,11.045496,9.212533722031283,True,resolved
15,barred,17,barred,z_0.10_masked/t147.1778+50.4921.r_ellipse.txt,147.1778,50.4921,0.0723564272623647,True,0.33,45.128308720041325,-77.79480666666667,45.95,0.28,11.0,24.89,7823,240.8,241.71,094842.67+502931.4,spec-0902-52409-0134,147.1778,50.49208,0.0563294,-21.40755,284.3382,5.627779,-12.61951,0.004412287,1242.838,17.08378,42.28361,0.004412287,104.03,53.52613,0.7011392,-13.28319,0.004760605,1932.019,43.92445,41.61993,0.004760605,25.83414,24.84675,2.314984,-13.69855,0.03821921,394.8665,7.093574,41.20457,0.03821921,39.0928,7.586188,0.3174249,-14.14834,0.01781143,381.1891,6.447383,40.75478,0.01781143,25.73411,8.706378,0.2046899,-14.07515,0.01034796,380.3659,5.893784,40.82797,0.01034796,29.91333,26.99458,0.6395637,-13.59677,0.0103496,379.7376,5.938813,41.30635,0.0103496,89.3526,9.843048,0.2662647,-14.07224,0.01055149,395.9763,7.1014,40.83088,0.01055149,16.49204,28.96899,0.7572219,-13.60307,0.01055124,400.6054,7.41484,41.30005,0.01055124,47.76738,6.8357,0.2159994,-14.22766,0.01317547,401.2724,6.962596,40.67546,0.01317547,11.11428,6.177673,0.1939929,-14.2705,0.01314939,397.8564,7.55298,40.63263,0.01314939,10.11942,43.42775,0.01266823,0.7993942,6.850287,0.02055375,44.39436,0.01266823,-0.5958055,0.02414416,0.6233531,168591471778401189,147.17782349255742,50.492057697661394,0.0020358900073915,3.040870069526136e-06,0.0029175400268286,2.4162300178431906e-06,8.697750091552734,0.0040536802262067,2.7622099878499284e-06,0.0043185697868466,6.350890089379391e-06,0.0055624698288738,1.4477999684459064e-05,6,23,14,13,12,1.1298099756240845,1.1126400232315063,1.1211921322973903,0.1615136344246814,2,True,ok,,11.8551,4.149285,8.29857,7.401559251932788,True,resolved
16,barred,18,barred,z_0.05_masked/t148.0837+32.4741.r_ellipse.txt,148.0837,32.4741,0.3170719178324102,True,0.34,22.796193946613847,-15.119311666666666,41.77,0.06,11.0,52.6,7938,241.34,242.5,095220.10+322826.8,spec-1945-53387-0008,148.0838,32.47412,0.04312633,-20.28555,52.71387,0.7755349,-13.56619,0.004863644,1149.28,17.14677,41.09129,0.004863644,49.5392,15.06208,0.5752727,-14.13848,0.01469637,1422.111,57.71212,40.519,0.01469637,11.1789,12.819,0.3042814,-14.21916,0.007757185,214.6911,2.507101,40.43832,0.007757185,83.77077,4.446473,0.158589,-14.71883,0.01349117,238.1981,4.281657,39.93864,0.01349117,25.52664,2.767931,0.07502789,-14.863,0.01194133,250.7095,4.463757,39.79448,0.01194133,17.00901,8.742375,0.2386301,-14.38452,0.01193833,242.9635,4.856939,40.27296,0.01193833,52.21704,2.647145,0.04280746,-14.85276,0.007053385,209.9027,2.116333,39.80472,0.007053385,20.4284,7.722817,0.1239813,-14.38368,0.007054494,209.5751,2.078238,40.2738,0.007054494,60.03729,2.838654,0.07619036,-14.83418,0.01140177,208.5185,2.008699,39.8233,0.01140177,21.09479,2.208521,0.0821194,-14.93279,0.01601063,211.7235,2.210733,39.72469,0.01601063,16.22015,42.40939,0.04597571,0.5329321,6.219131,0.04087219,43.376,0.04597571,-0.9830095,0.06151668,-999.0,146961480837489579,148.0837530876765,32.474123597762826,0.0011548399925231,2.669869900273625e-06,0.002203149953857,7.294239821931114e-06,11.122300148010254,0.0029760301113128,3.4718000279099215e-06,0.003799739992246,6.350780040520476e-06,0.0038089998997747,1.2043299648212267e-05,9,17,4,15,12,1.2979799509048462,1.2109299898147583,1.2536996644846667,0.1822429298988529,1,True,ok,,10.776660000000001,3.771831,7.543662,6.017120538275666,True,resolved
17,barred,19,barred,z_0.05_masked/t149.9827+13.0438.r_ellipse.txt,149.9827,13.0438,0.1082468833798753,True,0.25,37.77958842752898,36.54437666666667,74.0,0.19,19.49,-28.95,8149,239.25,242.84,095955.85+130237.7,spec-1744-53055-0372,149.9827,13.04383,0.03524098,-21.59858,205.3196,6.350175,-12.64344,0.01159114,1289.646,37.52141,41.83023,0.01159114,84.87779,70.8938,0.9139574,-12.97469,0.004565401,1584.391,25.88278,41.49899,0.004565401,30.28658,10.2646,5.077002,-13.95307,0.2122407,979.9236,15.41746,40.52061,0.2122407,7.878152,0.4758122,0.2222228,-15.16392,0.2051544,224.8562,8.668509,39.30976,0.2051544,1.993075,1.852987,0.0801183,-14.57089,0.01902584,221.4945,7.676746,39.90278,0.01902584,7.852752,5.726065,0.2510091,-14.09255,0.01903185,222.9544,8.087276,40.38112,0.01903185,23.13673,11.18695,0.4659984,-13.90436,0.01763109,979.9324,15.2073,40.56932,0.01763109,8.806345,32.88963,1.318705,-13.43515,0.01763095,980.4746,15.17114,41.03852,0.01763095,25.78876,1.321442,0.2417719,-14.83816,0.07881967,980.3613,15.11088,39.63551,0.07881967,1.002092,0.8715954,0.2589875,-15.01991,0.1277157,980.3696,15.31012,39.45377,0.1277157,0.6573178,43.20886,0.01545046,0.5972155,6.650251,0.01580121,44.17547,0.01545046,-0.6146601,0.02209966,-999.0,123651499826623094,149.9827042594326,13.043819456110691,0.003245250089094,3.2982600259856554e-06,0.0075456099584698,4.816519776795758e-06,19.04640007019043,0.0107188001275062,8.420470294367988e-06,0.0125748002901673,1.416000031895237e-05,0.014805800281465,3.2931198802543804e-05,10,15,12,9,10,1.1354299783706665,1.1048500537872314,1.120035656876363,0.0716172784749525,1,True,ok,,19.092,6.682199999999999,13.364399999999998,11.932120123096446,True,resolved
18,barred,20,barred,z_0.10_masked/t153.2100+16.1517.r_ellipse.txt,153.21,16.1517,0.1809492165661669,True,0.27,57.07841149869319,46.19958333333333,41.77,0.43,4.67,83.1,8541,241.37,241.72,101250.40+160906.2,spec-2587-54138-0057,153.21,16.15175,0.07538767,-21.0132,96.45618,2.675526,-13.57006,0.008249721,1266.615,34.035,41.60562,0.008249721,42.24716,26.42431,1.450225,-14.11679,0.01605775,938.7375,23.41198,41.0589,0.01605775,19.88676,20.4737,1.565192,-14.266,0.02779146,422.1333,7.972523,40.90969,0.02779146,36.55191,0.4120905,0.08431491,-15.96316,0.08875005,69.10942,0.0,39.21252,0.08875005,5.442622,7.540201,0.07829668,-14.62908,0.00421155,566.1006,5.759249,40.54661,0.00421155,14.43424,23.908,0.2522691,-14.15069,0.004211231,565.7092,6.023673,41.02501,0.004211231,43.04111,5.425493,0.1543511,-14.81393,0.01135847,420.7468,8.197894,40.36176,0.01135847,10.4126,15.76439,0.4171822,-14.34472,0.01135826,426.087,7.431489,40.83097,0.01135826,30.08555,5.152437,0.2037848,-14.83548,0.01654145,423.7412,7.539145,40.34021,0.01654145,9.587086,3.76022,0.193317,-14.96839,0.02191996,425.7866,7.718648,40.2073,0.02191996,7.000686,42.94522,0.06712595,0.67135,6.05103,0.03717131,43.91183,0.06712595,-0.2790773,0.07673069,-999.0,127381532099872516,153.20998240954754,16.151736061128815,0.0008465679711662,1.6093799786176533e-06,0.0014194699469953,2.2389899640984368e-06,10.490400314331056,0.0019798700232058,3.290289896540344e-06,0.0022124599199742,5.9931599025730975e-06,0.0026711700484156,1.0544000360823702e-05,16,19,21,20,14,1.0960899591445925,1.047600030899048,1.0715707513123018,0.1433633826168992,2,True,ok,,10.776660000000001,3.771831,7.543662,7.03981700766061,True,resolved
19,barred,21,barred,z_0.05_masked/t154.3261+29.2428.r_ellipse.txt,154.3261,29.2428,0.0722565463906793,True,0.27,34.930555320286985,-75.54529333333333,41.77,0.13,9.09,58.25,8689,240.34,242.07,101718.26+291434.1,spec-2348-53757-0612,154.3261,29.24282,0.04895768,-21.30632,200.3824,3.155301,-12.85883,0.004137245,1159.186,16.71249,41.91486,0.004137245,92.11431,59.24553,1.538475,-13.28716,0.006724407,1524.749,29.50434,41.48653,0.006724407,29.6879,16.06672,1.112699,-13.96092,0.03010343,295.3437,8.069644,40.81277,0.03010343,40.91478,3.199591,0.277914,-14.58204,0.03561031,215.9895,6.019779,40.19165,0.03561031,15.45346,4.07946,0.184488,-14.45359,0.01974357,216.3726,5.411502,40.3201,0.01974357,20.33404,12.64037,0.5742699,-13.97519,0.01974445,214.1645,5.291379,40.7985,0.01974445,61.8079,5.105165,0.1728518,-14.47212,0.01337422,291.1943,8.541887,40.30157,0.01337422,12.89112,13.92319,0.4265654,-14.00288,0.01337299,293.2646,7.666176,40.77081,0.01337299,37.47018,3.158709,0.1496288,-14.65753,0.02021717,290.9204,8.492284,40.11617,0.02021717,8.178792,2.896798,0.1458883,-14.69628,0.02144031,296.2333,7.343223,40.07741,0.02144031,7.300152,43.22026,0.03326678,0.8574305,6.530978,0.02250762,44.18687,0.03326678,-0.4839857,0.04016555,-999.0,143091543260991955,154.32607582083074,29.242801259997215,0.0023463501129299,2.105980001942953e-06,0.0036037201061844,4.45434989160276e-06,10.54010009765625,0.0047444198280572,3.3334599720546976e-06,0.0052039697766304,7.03054001860437e-06,0.0064282501116395,1.6799100194475614e-05,14,17,7,12,11,1.220020055770874,1.1419299840927124,1.1803293959226908,0.0760870953366999,1,True,ok,,10.776660000000001,3.771831,7.543662,6.391149814669273,True,resolved
20,barred,22,barred,z_0.05_masked/t154.9562+33.3677.r_ellipse.txt,154.9562,33.3677,0.0521097733459986,True,0.38,33.88676672859946,-32.99269833333333,50.54,0.16,19.49,-78.74,8759,241.39,241.97,101949.49+332203.7,spec-1955-53442-0136,154.9562,33.36771,0.02291058,-19.94427,292.1299,2.06176,-12.47495,0.001625192,1098.252,8.156383,41.61156,0.001625192,122.3945,77.68204,1.134253,-12.94029,0.004801589,1303.955,19.28361,41.14621,0.004801589,34.81164,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.1818901,0.1130402,-15.57896,0.2878458,234.1238,24.44634,38.50755,0.2878458,0.664009,0.6763768,0.1076802,-15.01316,0.06937737,235.9417,25.45607,39.07334,0.06937737,2.325015,2.080106,0.3319542,-14.53481,0.06937814,236.4654,25.17605,39.55169,0.06937814,6.897614,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,42.88413,0.01417857,0.8325346,6.252561,0.01434251,43.85074,0.01417857,-0.5417003,0.02016778,-999.0,148041549562131870,154.9561859081735,33.367698002152125,0.0027050299104303,4.564500159176532e-06,0.0040900302119553,3.674090066851931e-06,13.524499893188477,0.0053166598081588,2.8719600777549203e-06,0.0060337302275002,7.490270036214497e-06,0.006876700092107,1.474740020057652e-05,11,31,10,16,12,1.1356199979782104,1.077970027923584,1.1064195953304297,0.0429741794907683,1,True,ok,,13.03932,4.563762,9.127524,8.24960443444974,True,resolved
21,barred,23,barred,z_0.10_masked/t156.1766+37.5710.r_ellipse.txt,156.1766,37.571,0.1406359968201702,True,0.43,40.1376525086966,-15.150660666666669,34.52,0.19,14.64,-44.03,8917,239.93,241.69,102442.37+373415.7,spec-1427-52996-0017,156.1766,37.57104,0.09854905,-20.91645,64.70921,1.354444,-13.89767,0.006343098,995.8187,25.17968,41.5337,0.006343098,39.63902,24.48022,0.7080787,-14.32749,0.01104339,1075.585,40.74543,41.10388,0.01104339,14.95006,3.629034,0.5052223,-15.18123,0.05824457,290.5313,11.65471,40.25014,0.05824457,10.1819,0.6218426,0.2277031,-15.96185,0.1596982,213.1221,30.54921,39.46952,0.1596982,2.595166,0.5412236,0.08940849,-15.97992,0.07336101,214.263,30.2717,39.45145,0.07336101,2.453547,1.684058,0.2791789,-15.5015,0.07339002,212.7465,29.2919,39.92987,0.07339002,7.333763,1.666653,0.0823177,-15.47282,0.02154914,287.7827,12.43428,39.95855,0.02154914,5.272388,4.888595,0.2418789,-15.00355,0.0215512,283.7408,13.33399,40.42782,0.0215512,15.67373,0.5742712,0.1236306,-15.94942,0.09291717,283.1283,13.68747,39.48196,0.09291717,1.728356,0.4785528,0.1325327,-16.0205,0.1195278,285.9496,12.50649,39.41087,0.1195278,1.463837,43.04838,0.02962723,1.043691,6.085334,0.03550241,44.01499,0.02962723,-0.2102207,0.04624061,-999.0,153081561766475894,156.17658371376277,37.57104605673627,0.0004859160108026,2.3310099095397163e-06,0.0008858540095388,2.2299400370684452e-06,8.878279685974121,0.0012775299837812,2.5050399017345626e-06,0.0014898399822413,4.429180080478545e-06,0.0016707000322639,1.3775699699181132e-05,9,24,14,13,15,1.2117799520492554,1.1644599437713623,1.1878843440447138,0.172193340274368,1,True,ok,,8.906160000000002,3.1171560000000005,6.234312000000001,5.248248309067143,True,resolved
