,raMean,decMean,gMeanKronMag,rMeanKronMag,iMeanKronMag,zMeanKronMag,yMeanKronMag,gMeanKronMagErr,rMeanKronMagErr,iMeanKronMagErr,zMeanKronMagErr,yMeanKronMagErr,spec_redshift,spec_redshift_error
70,0.4919935156268015,-10.956678292835422,18.62030029296875,17.7908992767334,17.402299880981445,17.133399963378906,16.975500106811523,0.0279810000211,0.0070199999026954,0.0141040002927184,0.0183499995619058,0.0195330008864402,0.04480824,1.784701e-05
71,0.4957113078130978,-10.55718652544584,17.445100784301758,16.624500274658203,16.172100067138672,15.952799797058104,15.865799903869627,0.012887000106275,0.0095109995454549,0.0062029999680817,0.0074430000968277,0.0505379997193813,0.1096582,3.863675e-05
72,0.4960633813553833,-10.81042245560801,19.493200302124023,20.589099884033203,19.622299194335938,19.210100173950195,18.982500076293945,0.088368996977806,0.0398750007152557,0.0450959987938404,0.0325269997119903,0.102911002933979,0.07725284,1.707031e-05
73,0.5170907837319938,-11.227268594013651,18.21179962158203,17.31049919128418,16.855199813842773,16.68720054626465,16.582199096679688,0.0141329998150467,0.0099250003695487,0.0094200000166893,0.0137430001050233,0.0395010001957416,0.1155039,3.453706e-05
74,0.517735213058222,-11.044810957421252,18.33550071716309,17.584400177001953,17.16510009765625,17.004199981689453,16.88789939880371,0.0228679999709129,0.0142909996211528,0.0090979998931288,0.0149140004068613,0.0804769992828369,0.1766116,3.504683e-05
75,0.5217524677800045,-10.537365890408608,-999.0,20.57169914245605,19.83720016479492,19.292600631713867,19.026599884033203,-999.0,0.0270000007003545,0.0284010004252195,0.0458070002496242,0.0921849980950355,0.04446651,2.12546e-05
76,0.5235179624333044,-11.210601414608677,17.177400588989258,16.809499740600586,16.5674991607666,16.576499938964844,17.034299850463867,0.0181799996644258,0.017714999616146,0.0117589998990297,0.0152409998700022,0.02823599986732,0.08007536,1.041391e-05
77,0.525406304089833,-10.312032858666702,19.25659942626953,18.038299560546875,17.506399154663086,17.34600067138672,17.15489959716797,0.0234609991312026,0.0224239993840456,0.0174969993531703,0.0180699992924928,0.0316720008850097,0.4514166,0.0001120783
78,0.52560247,-10.46492821,19.45800018310547,-999.0,17.535999298095703,-999.0,-999.0,0.0891539976000785,-999.0,0.016279000788927,-999.0,-999.0,0.04307244,1.749292e-05
79,0.5353223872663417,-10.94483223693632,19.09140014648437,17.945199966430664,17.47369956970215,17.329599380493164,16.958999633789062,0.0395799987018108,0.0135679999366402,0.0184710007160902,0.0198059994727373,0.0015869999770075,0.2462927,6.937605e-05
80,0.5380112658087877,-10.322676865659693,-999.0,20.92399978637696,20.02890014648437,19.77449989318848,19.18470001220703,-999.0,0.0585369989275932,0.0657510012388229,0.0628010034561157,0.0886889994144439,0.07817138,2.855151e-05
81,0.5391292999684394,-10.419311229787915,17.817100524902344,17.519699096679688,17.324499130249023,17.893199920654297,17.8710994720459,0.0077740000560879,0.013043999671936,0.0133920004591345,0.0418110005557537,0.0444950014352798,0.1313298,2.220154e-05
82,0.5421717792374007,-10.845751688516032,18.66419982910156,17.67140007019043,17.18869972229004,16.978099822998047,16.84830093383789,0.0182119999080896,0.0100140003487467,0.0084090000018477,0.0130920000374317,0.0407090000808239,0.1492802,1.268793e-05
83,0.544465891747467,-10.616569789569857,21.450199127197266,20.33049964904785,19.529800415039062,19.14579963684082,18.86800003051757,0.3225519955158233,0.045873999595642,0.0208090003579854,0.0369409993290901,0.0650049969553947,0.1492828,3.460533e-05
