distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,sdss_photo_redshift,sdss_photo_redshift_error,photoErrorClass,specObjID,spec_redshift,spec_redshift_error
1.62407317106804,1237665127461094236,160.360474362056,31.6941956792097,23.25305,21.57918,20.6563,20.13544,19.44361,0.6335389,0.09411237,0.04407915,0.03687001,0.1015197,0.1014208,0.07902642,0.05467011,0.04062575,0.03021809,0.395906,0.081385,1,12817462385775499264,0.3542056,0.0001121447
1.73346656283298,1237665127461093527,160.357020380235,31.6552671389499,18.16942,16.84305,16.40522,16.15526,15.96714,0.04459883,0.004647593,0.004688861,0.005341843,0.01437806,0.09547116,0.07439048,0.05146299,0.03824252,0.02844541,0.035534,0.008029,1,2273237324315781120,0.03501035,1.008799e-05
1.73478527922938,1237665127461093540,160.367917492413,31.6691670665184,18.70763,17.31608,16.5457,16.18379,15.81108,0.04290291,0.005707921,0.004489572,0.00443836,0.008564424,0.09709746,0.07565768,0.05233963,0.03889396,0.02892996,0.07237,0.018502,1,2273238148949501952,0.04834265,9.416563e-06
2.18255814290702,1237665127461094084,160.307449179374,31.7050640875569,24.71436,22.04473,20.18473,19.61042,19.26394,0.8559194,0.1375479,0.04511809,0.03364072,0.07409769,0.1005767,0.07836865,0.05421507,0.04028761,0.02996658,0.367675,0.031837,1,12817461011385964544,0.3424216,0.0001173928
2.20609573504729,1237665127461093545,160.366472867493,31.7030906713475,17.29752,15.44712,14.71141,14.34245,14.18424,0.01744422,0.002813171,0.002453135,0.00251294,0.004608305,0.1011375,0.07880563,0.05451737,0.04051225,0.03013367,0.033219,0.010649,1,2273239523339036672,0.0349298,9.659272e-06
2.43058085502342,1237665127461093610,160.336184414498,31.6370358220605,21.43822,19.24837,17.86763,17.41723,17.01963,0.4211507,0.02749355,0.01336108,0.01224221,0.02702065,0.09288105,0.07237228,0.05006681,0.037205,0.02767369,0.221199,0.029991,1,2273236499682060288,0.2433199,7.2703e-05
2.56322011256191,1237665127461093987,160.28525835518,31.6755054629065,21.27284,21.0832,19.96749,19.34959,19.71018,0.3866321,0.09755853,0.04838575,0.04154814,0.140059,0.09722405,0.07575632,0.05240787,0.03894467,0.02896768,0.407867,0.129249,1,7259994845766506496,0.5436891,0.0001322228
2.83636325518574,1237665127461093966,160.280238842634,31.6719789700437,19.90168,22.09233,20.71303,19.94431,18.99146,0.3287655,0.1514922,0.06644285,0.04629217,0.1501783,0.09632676,0.07505716,0.0519242,0.03858524,0.02870033,0.388614,0.047561,1,12817461561141778432,0.3900903,0.000143475
3.43901693908585,1237665127461094279,160.39016494436,31.6441881967784,20.68888,22.81955,22.21143,20.59942,20.56487,0.4574697,0.2487248,0.1808241,0.1420391,0.2954331,0.09058521,0.07058338,0.04882926,0.03628537,0.02698965,0.691364,0.103524,-4,11782817539649984512,1.003559,9.815716e-05
3.47970676627633,1237665127461093580,160.36585812438,31.7294239328909,18.94723,17.39457,16.56701,16.14402,15.84269,0.06074117,0.006885795,0.005245753,0.005449945,0.01230224,0.101463,0.07905927,0.05469283,0.04064264,0.03023065,0.097796,0.013215,1,2273239248461129728,0.1158506,2.33328e-05
3.64913965600106,1237665127461094225,160.343002241962,31.7380141360623,19.99817,22.27446,20.26424,19.49835,19.1176,0.3263105,0.1688325,0.04478623,0.03658596,0.08745705,0.1001616,0.0780452,0.05399131,0.04012133,0.0298429,0.461311,0.022563,1,7259994296010692608,0.4234556,0.0001384625
3.69486546001832,1237665127461094347,160.385419155727,31.7220499676671,22.58042,22.27177,21.28932,19.85474,19.66533,0.4578428,0.197778,0.1522535,0.0564252,0.1279942,0.09977008,0.07774017,0.05378029,0.03996452,0.02972626,0.7123,0.068351,4,7260004741371156480,0.7784167,0.0001465775
4.10284934811311,1237665127461093900,160.279128782595,31.6287394442337,25.57062,22.0649,20.28298,19.19922,18.66771,0.6142101,0.1134428,0.0567196,0.03369175,0.08385697,0.08953053,0.06976158,0.04826074,0.0358629,0.02667541,0.5067,0.036414,1,7259994570888599552,0.4736764,0.00011908
4.36405883456297,1237665127461093984,160.303317986433,31.6101284147968,23.41244,22.19152,21.93369,21.60641,21.0972,0.6055186,0.1739072,0.2481328,0.1599804,0.4569917,0.08675311,0.06759743,0.04676359,0.03475036,0.02584788,0.683145,0.220307,-7,11782816165260449792,0.7893332,5.969173e-05
5.11585737836493,1237665127461094362,160.381841424091,31.7530995636779,23.21601,22.20362,21.70629,21.05041,20.47588,0.8472659,0.1157494,0.1620769,0.1295853,0.2264793,0.09720236,0.07573942,0.05239618,0.03893598,0.02896121,0.439954,0.249859,4,11782814515993008128,0.9106107,0.0001659983
5.34698034507308,1237665127461094102,160.297669679112,31.760676324915,23.16282,22.51014,22.32235,21.31751,20.49526,0.5781644,0.1548305,0.2012813,0.2049551,0.3922095,0.09578267,0.07463321,0.05163091,0.0383673,0.02853822,0.745007,0.118629,-5,11782813416481380352,0.8840689,0.0001199773
