distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,sdss_photo_redshift,sdss_photo_redshift_error,photoErrorClass,specObjID,spec_redshift,spec_redshift_error
1.76047635194774,1237664106852384949,149.958027149914,13.0270035193612,20.03158,18.04707,17.33245,17.0877,16.70368,0.06096042,0.00954254,0.007503022,0.009132043,0.02073575,0.1259473,0.09813726,0.0678909,0.05045022,0.03752569,0.05841,0.026093,1,1963671468491433984,0.02459333,5.088751e-05
2.04716324999401,1237664106852450569,150.016774700453,13.0517184023044,19.99183,18.38709,17.35025,16.89996,16.56678,0.06968813,0.009060487,0.005904056,0.00591158,0.01150574,0.1311324,0.1021775,0.07068589,0.05252719,0.03907058,0.14088,0.021855,1,1963672842880968704,0.1353579,2.659281e-05
2.54399020939159,1237664106852450547,149.989133714723,13.085764098788,19.87952,18.12829,17.34652,17.00463,16.71562,0.04240477,0.00693405,0.00538862,0.005765682,0.01117306,0.1264489,0.09852816,0.06816132,0.05065117,0.03767516,0.066605,0.018487,1,2909349068457142272,0.069635,2.036954e-05
2.71951761076322,1237661070322106570,150.002433171661,13.002784191633,19.20131,18.28707,17.62493,17.12617,16.79817,0.04226742,0.008917822,0.006977372,0.007247497,0.01597407,0.1282945,0.09996621,0.06915616,0.05139044,0.03822505,0.121671,0.025932,1,1963673667514689536,0.05510648,8.929052e-06
3.89414710064762,1237664106852450378,150.04610192739,13.0239056215305,21.06064,18.7858,17.69866,17.28282,16.96465,0.105016,0.01097995,0.00683832,0.00709,0.01441689,0.1308053,0.1019226,0.07050958,0.05239617,0.03897313,0.142686,0.010874,1,1963670368979806208,0.1415448,4.305742e-05
4.37557703484477,1237661070322040975,149.933844688606,12.9885807553173,16.23811,14.36926,13.57114,13.22687,13.09289,0.008601669,0.001976467,0.001773999,0.001841817,0.002648042,0.117823,0.0918069,0.06351159,0.04719592,0.03510509,0.030871,0.006852,2,1963685212386781184,0.02378836,8.521003e-06
4.74832051134709,1237661070322106584,150.016620871176,12.971923122628,19.08558,17.78959,17.05502,16.63675,16.29807,0.03655071,0.007034383,0.005496155,0.006094041,0.01500115,0.127259,0.09915932,0.06859796,0.05097564,0.03791651,0.143988,0.022044,1,1963686311898408960,0.1493869,1.26944e-05
5.0368291162729,1237661070322106579,150.013019254956,12.9652525455101,20.91313,18.64032,17.42428,16.89097,16.54254,0.1402708,0.01350763,0.007065379,0.007029907,0.01455991,0.1266799,0.09870809,0.0682858,0.05074367,0.03774397,0.203949,0.017529,1,5998954233206167552,0.2180712,3.293896e-05
5.19853885942431,1237661070322041571,149.909844275306,12.9941479659402,21.49948,20.78998,19.40066,18.52231,18.1533,0.313177,0.06695372,0.02636643,0.01905351,0.04936446,0.1163606,0.09066738,0.06272328,0.04661012,0.03466936,0.495353,0.021383,1,5998953408572446720,0.5609051,9.328883e-05
5.48613543920725,1237664106852451104,150.072586851267,13.0701588059394,24.1457,21.91545,21.02416,19.88037,19.68564,0.5406595,0.1425052,0.06145952,0.0406418,0.06761715,0.1218003,0.09490593,0.06565548,0.04878906,0.0362901,0.567154,0.043489,1,5998952858816632832,0.5497167,0.0001464754
