distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,sdss_photo_redshift,sdss_photo_redshift_error,photoErrorClass,specObjID,spec_redshift,spec_redshift_error
0.00293375701584745,1237654879664931054,218.710948991037,3.64516237254969,16.61843,15.55313,14.90663,14.53451,14.33718,0.01494672,0.003108541,0.002742082,0.002783127,0.005848076,0.1652981,0.1287992,0.08910266,0.06621283,0.04925018,0.038303,0.012257,1,659841700780337152,0.02833738,1.093888e-05
0.566743435167308,1237654879664931594,218.715895951637,3.63714035493016,21.73874,21.05529,20.14974,19.45443,19.08858,0.2254758,0.04543891,0.03608704,0.02526232,0.04823332,0.1659907,0.1293388,0.089476,0.06649026,0.04945654,0.577482,0.057889,1,658657526824331264,0.5483138,3.405992e-05
1.05819728863463,1237654879664931036,218.701799593561,3.63004458778342,18.28872,17.55,16.41437,15.95988,15.70272,0.0816401,0.007867473,0.004774093,0.004459433,0.009238793,0.1650574,0.1286116,0.08897293,0.06611643,0.04917847,0.146719,0.006558,1,659841975658244096,0.1462335,3.340041e-05
1.12537723425186,1237654879664931037,218.698655754914,3.63093343902492,21.41371,18.88553,17.92124,17.48224,17.26183,0.1596642,0.01478443,0.009235607,0.008561865,0.01901543,0.1647715,0.1283888,0.08881878,0.06600187,0.04909327,0.13239,0.010743,1,658669346574329856,0.1470844,5.580817e-05
2.67694545038284,1237654879664931013,218.666648105711,3.63881971978532,20.71965,18.61389,17.51902,17.10967,16.80601,0.1160633,0.01142064,0.006578627,0.006300773,0.01489282,0.1624752,0.1265996,0.08758099,0.06508207,0.0484091,0.144781,0.009261,1,659853795408242688,0.1460061,2.786192e-05
3.62399965716571,1237654879664931213,218.687094124284,3.70069466063414,20.76842,20.03365,19.32419,18.93641,18.54977,0.1067924,0.02560932,0.02419723,0.01795056,0.05041609,0.1617537,0.1260374,0.0871921,0.06479308,0.04819415,0.266996,0.046216,1,5381861023665117184,0.5194017,1.698872e-05
4.07502232797227,1237654879664931199,218.659272871303,3.6894153268119,21.18505,20.86709,19.92334,19.44215,18.83333,0.1946914,0.04921423,0.03448471,0.03324891,0.06361138,0.1620116,0.1262383,0.08733109,0.06489635,0.04827097,0.40499,0.061437,1,5381862123176744960,0.3316441,3.805765e-05
4.77709822648181,1237654879664930845,218.632699155835,3.62940500507402,25.15488,20.09309,18.53347,18.0347,17.79725,1.365753,0.03824686,0.01354572,0.01148759,0.02482578,0.1592126,0.1240574,0.08582234,0.0637752,0.04743703,0.309707,0.020839,1,658670446085957632,0.2943851,7.434192e-05
4.94136859928286,1237654879664931151,218.760794918924,3.71076236018472,22.12086,20.40769,18.75336,18.15956,17.73518,0.5469128,0.04499988,0.01472313,0.01235414,0.0292308,0.1622883,0.1264539,0.08748024,0.06500719,0.04835341,0.317247,0.023524,1,5381850853182560256,0.3398066,5.275938e-05
5.30990185627415,1237654879664930959,218.625647418031,3.66952551143855,19.07041,17.58906,16.86834,16.53916,16.34271,0.04929809,0.006969637,0.005651042,0.005713318,0.01395007,0.1608978,0.1253705,0.0867307,0.06445021,0.04793911,0.055365,0.026954,1,659852970774521856,0.02606964,2.379892e-05
5.34980345765477,1237654879664931305,218.624877431752,3.62108101715528,21.77362,21.11439,19.21113,18.58849,18.13144,1.086285,0.06435448,0.02102179,0.01622069,0.03855328,0.1579308,0.1230586,0.08513136,0.06326173,0.0470551,0.364277,0.019762,1,5381861573420931072,0.3880499,6.608415e-05
5.81011809292812,1237654879664865624,218.618350950567,3.61607527977103,19.83057,18.75458,17.77758,17.37684,17.00607,0.1265945,0.0118011,0.008617273,0.00674024,0.01433481,0.1570439,0.1223675,0.08465329,0.06290647,0.04679085,0.123904,0.014726,1,659851596384987136,0.1491687,2.73109e-05
6.1927102493721,1237654879664996449,218.769820429551,3.56034097871405,19.12757,18.68879,17.6123,17.14601,16.84086,0.1257782,0.01196313,0.007187147,0.006600313,0.01368694,0.1813755,0.1413265,0.09776905,0.07265288,0.05404039,0.143411,0.011128,1,659842250536151040,0.1432857,3.017306e-05
6.28234827883895,1237654879664996376,218.813643138737,3.66637785438453,17.94825,16.71444,16.39082,16.15399,16.0894,0.01846396,0.004461214,0.004496837,0.005220598,0.01347627,0.1685976,0.1313701,0.09088122,0.06753448,0.05023325,0.030465,0.006044,1,659841151024523264,0.03021004,6.11816e-06
6.575415653184,1237654879664931309,218.630150909385,3.71943618149684,20.6009,21.5731,20.47858,19.66326,18.46925,0.2167869,0.1051822,0.07643934,0.03601103,0.09892615,0.1593326,0.1241509,0.08588701,0.06382326,0.04747278,0.653252,0.059062,1,5381864597077907456,0.6321002,0.0001577665
6.62594882936044,1237654879664865604,218.602590895811,3.66779444159203,19.04127,17.45184,16.70025,16.33206,16.07505,0.04279802,0.005907098,0.004684172,0.00466191,0.0102428,0.160185,0.124815,0.08634647,0.06416468,0.04772674,0.043929,0.016674,1,659852421018707968,0.03356017,1.867951e-05
