distance,objid,ra,dec,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,sdss_photo_redshift,sdss_photo_redshift_error,photoErrorClass,specObjID,spec_redshift,spec_redshift_error
0.219605761628154,1237654390570156094,128.007255564031,46.2439355360188,22.75653,19.60559,19.18029,18.91365,18.76974,0.4975192,0.02868709,0.01916382,0.01824424,0.0614572,0.1355301,0.1056041,0.07305644,0.05428876,0.04038087,0.161556,0.042583,1,617164431205361664,0.04615328,2.165548e-05
0.794792782565286,1237654390570156348,128.017159314929,46.2524646424227,23.20981,20.88833,19.19925,18.60505,18.42341,0.455756,0.05960407,0.01724299,0.01446779,0.05299686,0.1366954,0.1065121,0.0736846,0.05475555,0.04072807,0.319793,0.027201,1,8248489065152010240,0.3618795,7.036822e-05
0.873360778123069,1237654390570157037,128.004372148402,46.2262803556245,25.639,22.99316,21.43551,20.27307,19.42417,0.4445704,0.2749185,0.1127689,0.05879029,0.09694727,0.1341729,0.1045466,0.07232485,0.05374511,0.03997649,0.655065,0.044731,3,8247475040670734336,0.672031,0.0001463911
1.10699043986607,1237654390570156619,127.982532473204,46.2427838586574,23.69992,21.49028,19.99836,19.4552,19.08137,0.5109659,0.07390985,0.02441449,0.02169346,0.05661635,0.1343295,0.1046687,0.07240929,0.05380787,0.04002317,0.37258,0.030645,1,8247474765792827392,0.3630034,8.025042e-05
1.26250536134541,1237654390570156699,128.013259103072,46.2613146209037,22.4582,20.3708,19.08339,18.54203,18.07292,0.6010101,0.05930959,0.02016992,0.0177925,0.04970745,0.1369454,0.1067069,0.07381936,0.0548557,0.04080256,0.37769,0.027681,1,5809748071815600128,0.3624221,8.949939e-05
1.4380642955588,1237654390570156725,128.030236332577,46.2594219367042,25.41825,21.95481,20.30599,19.69173,19.28622,0.5068375,0.09116565,0.0315738,0.02729639,0.07542525,0.1377968,0.1073704,0.07427832,0.05519675,0.04105625,0.38191,0.034745,1,8247474216037013504,0.3644705,9.693336e-05
1.5720601339942,1237654390570156730,128.040852598297,46.2546674400923,20.6916,22.39338,20.59197,19.85556,19.50126,0.5665445,0.2006017,0.05731788,0.03599472,0.09976874,0.1382834,0.1077495,0.07454062,0.05539167,0.04120122,0.534965,0.031172,1,5808765382643963904,0.5554388,0.0002219594
1.58307356030157,1237654390570156718,128.045371703341,46.2484435981838,23.12852,22.00672,20.61479,19.92954,19.51321,0.9929904,0.1592145,0.0472026,0.03817375,0.09674922,0.1384058,0.1078449,0.0746066,0.0554407,0.0412377,0.43542,0.060439,1,7200299610530928640,0.3657645,0.0001277718
1.68399459055685,1237654390570156193,127.970346314379,46.2490315162817,20.52498,19.73435,18.61999,18.17498,17.93844,0.1917576,0.01747117,0.0118926,0.01080244,0.03880205,0.1343842,0.1047113,0.07243877,0.05382977,0.04003946,0.167303,0.014979,1,8248488790274103296,0.1546269,3.6052e-05
2.63132220028665,1237654390570156798,128.055585274856,46.2702412780875,23.96601,21.29858,19.8962,19.20592,19.32356,1.293891,0.0743812,0.02442614,0.02477708,0.07229839,0.1393777,0.1086022,0.07513048,0.05583,0.04152726,0.356481,0.033971,1,7200307856868136960,0.3626104,9.135608e-05
3.20168962579263,1237654390570156420,128.07634280997,46.266539700004,24.88261,24.32622,21.03969,19.15462,18.70287,1.163452,0.6351484,0.103299,0.04461614,0.1117564,0.1403595,0.1093672,0.07565971,0.05622328,0.04181979,0.633288,0.034179,-7,5808776927516055552,0.6703684,0.0002605054
3.32282611306541,1237654390570156283,127.928931172851,46.2400147879053,22.39338,20.44652,19.32792,18.87315,18.51502,0.3291638,0.02684227,0.01512164,0.01555176,0.0413796,0.1329543,0.1035971,0.07166798,0.05325699,0.03961341,0.168146,0.02775,1,8247475315548641280,0.1534848,0.0001062067
3.92694766793785,1237653587948077394,127.914386675008,46.239295425654,20.90044,18.53151,17.44988,17.0207,16.68707,0.1264026,0.01104841,0.006603168,0.006345683,0.01655961,0.1335766,0.104082,0.07200346,0.05350628,0.03979885,0.163105,0.009317,1,618168834993448960,0.155745,2.675102e-05
3.93627412377767,1237654390570156858,128.041989534982,46.3019937678944,20.38832,21.87701,21.20943,20.08885,19.78404,1.850096,0.1707609,0.09911867,0.06273959,0.1532398,0.1376151,0.1072288,0.07418036,0.05512396,0.04100209,0.676615,0.084643,1,7200302359309998080,0.5394624,0.0001615266
3.97318886727734,1237654390570157145,128.090237189433,46.2755539110704,19.56058,23.29446,21.79212,20.60829,19.99246,0.3636218,0.3180237,0.1872091,0.06946212,0.1604714,0.1403993,0.1093982,0.07568117,0.05623922,0.04183165,0.769582,0.066256,-5,7200306757356509184,0.6779405,0.0002114977
4.03168372418057,1237654390570156819,128.104571402253,46.2525978331567,21.3875,22.06557,20.3917,19.37613,19.08585,0.8520902,0.1353573,0.04543441,0.02673424,0.08152158,0.1433749,0.1117167,0.07728511,0.05743112,0.0427182,0.5199,0.027875,1,5808778576783497216,0.554012,0.0001851446
