objID,ra,dec
116760042427818886,4.24278311,7.30702035
116760042431079696,4.243152992563525,7.30766853148314
116760042433939749,4.24339905,7.3077349
116770042211659647,4.22115983,7.31598113
116770042219637110,4.22197548,7.31388292
116770042225578823,4.22255645,7.31530038
116770042253775755,4.22539103,7.31275443
116770042268548554,4.22692099,7.31513974
116770042272836365,4.22728299,7.31325084
116770042278235880,4.22783483,7.31285913
116770042279988208,4.22800994,7.3148105
116770042287636699,4.22877148,7.31354126
116770042299107428,4.22992302,7.31415241
116770042301259558,4.23011933,7.31591226
116770042303408188,4.23035059,7.31479065
116770042304697528,4.23046796,7.3142256
116770042309612231,4.23096312,7.30981223
116770042315781049,4.23158098,7.30883858
116770042319127582,4.23190692,7.31426566
116770042322482654,4.23225076,7.31016454
116770042330589896,4.23306356,7.31620793
116770042339169140,4.23392688,7.31558336
116770042346701054,4.23468497,7.30883273
116770042352142987,4.23521378,7.31043429
116770042354713603,4.23546654,7.31095055
116770042354868992,4.23549817,7.31545447
116770042355695214,4.23558278,7.3122905
116770042370861844,4.23708152,7.30948518
116770042386189928,4.23862636,7.31623018
116770042394809144,4.23947821,7.31556602
116770042396479595,4.23964873,7.31595448
116770042400734756,4.24007708,7.31191687
116770042402371342,4.24023817,7.3091012
116770042416252820,4.24179602,7.31032491
116770042424769691,4.24247843,7.31602929
116770042437503171,4.2438183,7.31060576
116770042439275755,4.24392479,7.31274139
116770042440223450,4.24401503,7.31082776
116770042449000168,4.24492463,7.30809093
116770042450111521,4.24503549,7.30921818
116770042450941869,4.24509496,7.30950194
116770042452405792,4.245261698679314,7.312736035713539
116770042453025404,4.24544452,7.31255731
116770042454149558,4.24543354,7.31593288
116770042454310205,4.245368282679647,7.308062733340062
116770042456923343,4.2456979,7.31072867
116770042457962780,4.2458791191136696,7.310367896135994
116770042459070867,4.24588631,7.30865504
116770042459183082,4.245907023394273,7.310425816992813
116770042459291248,4.24593073,7.30898396
116770042469836290,4.24699123,7.31319866
116770042471912376,4.24719739,7.30995363
116770042476159139,4.24758998,7.31554222
116770042491844371,4.249231236937985,7.3117308307360425
116770042494444921,4.24944636,7.31204526
116770042495294364,4.249507545275314,7.311610579484205
116770042497813756,4.24977683,7.31108115
116770042499994157,4.249798600393982,7.311465037663721
116770042504006964,4.25039971,7.31375057
116770042504034950,4.25040355,7.31206989
116770042507034569,4.25072273,7.31177245
116770042510910389,4.25109789,7.30829884
