objID,ra,dec
102260042341832610,4.23422037,-4.78155873
102260042345760488,4.23461406,-4.78332674
102260042352720807,4.23538899,-4.78295472
102260042353491784,4.23534925,-4.78219238
102260042362360812,4.236323060359863,-4.78300384530066
102260042364770503,4.23646659,-4.7832687
102260042368903629,4.23691677,-4.78071582
102260042369118092,4.23689193,-4.77693699
102260042378702078,4.23786044,-4.78195575
102260042379920292,4.23803093,-4.78349186
102260042383821335,4.23841055,-4.78262203
102260042385058173,4.23853478,-4.77692827
102260042388388005,4.23886994,-4.77705864
102260042388443092,4.23883485,-4.78111123
102260042389023758,4.23893907,-4.78060506
102260042389609853,4.23899739,-4.77552892
102260042395331588,4.23953327,-4.78234946
102260042395803743,4.23957051,-4.7805687
102260042397852407,4.23978511,-4.78166764
102260042400472705,4.24003449,-4.78141996
102260042401289729,4.24016405,-4.77563014
102260042402719074,4.24030846,-4.7761789
102260042403400254,4.24033314,-4.7834707
102260042405648097,4.24060012,-4.77699037
102260042408914117,4.24090093,-4.78023446
102260042409907621,4.24098482,-4.77732788
102260042410250514,4.24106333,-4.78329975
102260042413740426,4.24136852,-4.7833295
102260042413795554,4.24136681,-4.77906054
102260042414213479,4.24141385,-4.78078377
102260042415068702,4.24150806,-4.77642603
102260042415432349,4.24156545,-4.78177279
102280042828313107,4.28281985,-4.76442347
102280042828910140,4.28286922,-4.76689642
102280042841321962,4.28412109,-4.76537709
102280042844161889,4.28439661,-4.76544542
102280042854740522,4.28545412,-4.76658358
102280042861420638,4.28612402,-4.76647816
102280042872632100,4.2872574,-4.76526063
102280042876200912,4.2876159450194,-4.766198805857573
102280042885930048,4.28858724,-4.76697024
102290042519710354,4.25196631,-4.75837942
102290042566650014,4.25666538,-4.75866927
102290042573040719,4.257322256089688,-4.758120056443878
102290042597862316,4.25983101,-4.756841
102290042623111293,4.26232621,-4.7576677
102290042645240791,4.26461708,-4.7579543
102290042647452620,4.26478576,-4.75653524
102290042649880180,4.2649726,-4.75854175
102290042651700600,4.26515649,-4.75818919
102290042661341467,4.26611631,-4.75746747
102290042672952870,4.2674305,-4.75650921
102290042677402356,4.26772697,-4.75669841
102290042706500526,4.27063125,-4.75823476
102290042755910382,4.27558158,-4.75836252
102290042765600092,4.27654579,-4.75860218
102220042898716472,4.28987073,-4.81161169
102230042329819272,4.2330043,-4.80099691
102230042339936589,4.23402548,-4.80324163
102230042340726183,4.23410282,-4.8035766
102230042342709226,4.2343032372325835,-4.8010898249990435
102230042343488807,4.23434973,-4.80134557
102230042352036725,4.23523062,-4.80312013
102230042357066828,4.23590339,-4.80303636
102230042357105598,4.23574636,-4.80408329
102230042359207711,4.235978295681225,-4.802276810960401
102230042360071872,4.23603913,-4.80717161
102230042361366894,4.23613128,-4.80293177
102230042363367725,4.23637205,-4.80229438
102230042364445310,4.2364397,-4.80425112
102230042366854329,4.23671594,-4.80512471
102230042370767718,4.23708293,-4.80224808
102230042372361188,4.23726225,-4.80787592
102230042383708988,4.23837159,-4.8011897
102230042386298643,4.23863246,-4.8014764
102230042395539559,4.239646583730697,-4.800779956277206
102230042398494121,4.2398649,-4.80529683
102230042399065184,4.23993747,-4.80440808
102230042400467332,4.24004653,-4.80257061
102230042402006763,4.24020884,-4.8030472
102230042402265899,4.24022622,-4.80376395
102230042406407576,4.24064941,-4.80233407
102230042415404720,4.24154574,-4.80474703
102230042416957722,4.24170337,-4.80224803
102230042418755405,4.24187847,-4.8041726
102230042424870607,4.24250631,-4.8081558
102230042431948849,4.24319509,-4.80129869
