objID,ra,dec
121350004218769921,0.42192386,11.13284468
121350004267159732,0.42677111,11.13269933
121350004280159280,0.42801681,11.13232952
121350004285746490,0.42860041,11.12999861
121350004286369889,0.42863728,11.13283717
121350004289706419,0.42890492,11.12991233
121350004310607986,0.43110543,11.1312429
121350004358347912,0.43583521,11.13118904
121350004372059142,0.43725151,11.13219136
121350004372668488,0.43731332,11.13164666
121350004381428691,0.43814009,11.13186816
121350004385628511,0.4386178,11.13165657
121350004390199915,0.43901994,11.13285139
121370004424494254,0.44244673,11.14483646
121370004425291427,0.44258056,11.14244155
121370004426394869,0.4426337,11.14533886
121370004437038629,0.44375121,11.14844183
121370004449422042,0.44506503,11.14295948
121370004451014557,0.44516184,11.14505985
121370004456007533,0.44565192,11.1475163
121370004459847073,0.44597429,11.14715441
121370004460561777,0.44617195,11.14276441
121370004461125873,0.44616817,11.14615244
121370004464682847,0.44658871,11.14363029
121370004467943274,0.44680891,11.1439947
121370004473615698,0.44736196,11.14600911
121370004476511206,0.4476588,11.14227444
121370004496359089,0.44962752,11.14883465
121370004500866430,0.45013967,11.14660445
121370004529030044,0.45290449,11.14130093
121370004529609283,0.45296497,11.1490039
121370004531396832,0.45313962,11.14692623
121370004533947844,0.45344771,11.14778362
121370004534082608,0.45344886,11.14343155
121370004538220390,0.45382741,11.14159407
121370004542322343,0.45425339,11.14320014
121370004544889853,0.45453887,11.14946252
121370004547980708,0.45479839,11.14185277
121370004554900886,0.45549514,11.14200689
121370004560161153,0.45606563,11.14220143
121370004564412195,0.45649079,11.1430698
121370004569668146,0.45702091,11.14803461
121370004572841885,0.45744031,11.14280924
121370004587238653,0.45877793,11.14845766
121370004587344215,0.45878809,11.14476925
121370004592044757,0.45925512,11.14521379
121370004597039966,0.45981917,11.14950848
121370004607554458,0.46075693,11.14497755
121370004608313235,0.46088468,11.14395007
121370004608703609,0.46092709,11.14424262
121370004635189921,0.46357631,11.14958461
121370004643305083,0.46439183,11.14547966
121370004662104030,0.46625039,11.14461792
121370004674193394,0.46745736,11.1440922
121380004006875979,0.4007281,11.15462061
121380004032775076,0.40328266,11.15384505
121380004033326644,0.40333656684872277,11.155001931825506
121380004035706255,0.4032556319092663,11.1550186836333
121380004050969135,0.40513213463763564,11.157212019065433
121380004051035973,0.405042375788267,11.154525901332807
121380004051520998,0.40519806,11.15041865
121380004055537632,0.40556025,11.15596068
121380004056980247,0.40574396,11.14980373
121380004064597932,0.40646964,11.15620623
121380004066704954,0.40667616,11.15373622
121380004067042700,0.4067011,11.15185803
121380004067803967,0.40677747,11.15291348
121380004068206875,0.40681741,11.15533691
121380004069972103,0.4069931,11.15135783
121380004071274889,0.4071232,11.15367916
121380004076361456,0.40763924,11.15081743
121380004085410228,0.40854095,11.14979498
121380004092791519,0.40928165,11.15086928
121380004094506568,0.40944658,11.15508041
121380004097195287,0.40971509,11.1540103
121380004100570578,0.41006726,11.1500818
121380004106045265,0.41061243,11.15398731
121380004114849518,0.4115339,11.15751628
121380004117083658,0.41171446,11.15264942
121380004117290293,0.41173672,11.14984439
121380004118622838,0.41187338,11.15196469
121380004120233540,0.41206068,11.15255107
121380004120694110,0.41210928,11.15302823
121380004121849921,0.41219171,11.15786793
121380004124408008,0.41249097,11.15625778
121380004124593958,0.41250575,11.15289367
121380004128025238,0.41284456,11.15395264
121380004129485920,0.41295116,11.15453506
121380004130815415,0.41308858,11.15411308
121380004131112236,0.41316406,11.15145666
121380004135902990,0.41346532,11.1521263
121380004136696679,0.41367828,11.15516536
121380004137222945,0.41376011,11.15205535
121380004143350225,0.4143426,11.14978848
121380004143555891,0.41436266,11.15450966
121380004156762597,0.41568384,11.15176462
121380004165397149,0.41656413,11.15542597
121380004166299026,0.41667019,11.15712466
121380004174363401,0.41752813,11.15244864
121380004174579476,0.41746562,11.15749526
121380004177221536,0.41772282,11.15090558
121380004177931960,0.41779907,11.1512674
121380004184449244,0.41844547,11.15733155
121380004185159709,0.41852078,11.15772686
121380004192019681,0.41925939,11.15766341
121380004196111543,0.41961241,11.15090197
121380004214288808,0.42143341,11.15694394
121380004223226744,0.4223277,11.15522437
121380004228917633,0.42289137,11.15595848
121380004230541848,0.42311108,11.15112977
121380004231983167,0.42325295,11.15221919
121380004252490470,0.42525017,11.14999755
121380004260060737,0.42600701,11.15021015
121380004270398887,0.42709165481134087,11.156995510644743
121380004271451216,0.42714621,11.15060941
121380004277657097,0.42777088,11.15551598
121380004277933074,0.42788726,11.15217296
121410004028801209,0.40291709,11.1755965
121410004029764106,0.40297762,11.1780182
121410004030590530,0.40295908,11.1751947
121410004032275651,0.40317158,11.179394
121410004046887175,0.4047201857622676,11.180589831595457
121410004047544346,0.40474577,11.17823687
121410004052848753,0.40527763,11.18190425
121410004055650703,0.405594034003676,11.175141210838234
121410004069718699,0.40702994,11.18184596
121410004072366926,0.40723314,11.18037429
121410004075055808,0.40749758,11.17945405
121410004084249662,0.40843472,11.18265505
121410004088039301,0.4088458610098936,11.182343877916244
121410004096485168,0.40966022,11.1789099
121410004102673781,0.41027644,11.17775418
121410004103617063,0.41042891,11.18050535
121410004105693336,0.4105779,11.17738029
121410004107421604,0.41076015,11.17596258
121410004109893145,0.41100698,11.17723997
121410004111794907,0.41119709,11.17871504
121410004119378908,0.41195449,11.18204906
121410004123999719,0.41243748,11.18267984
121410004124167755,0.41242446,11.18106222
121410004126658009,0.41267574,11.18127346
121410004127911386,0.41279065,11.17575064
121410004142333506,0.4142873319733913,11.177519985601123
121410004149714764,0.41517905,11.17844034
121410004153255418,0.41532731,11.17911452
121410004165467650,0.41654749,11.1809714
121410004176065956,0.41765394,11.1796402
121410004185109506,0.41851874,11.18250855
121410004188107607,0.4188638538127654,11.180948087578809
121410004189981881,0.41899946,11.17616447
121410004192906036,0.419342,11.17962318
121410004211295304,0.4211751720870542,11.179008661942209
121410004214351770,0.42147269,11.17607186
121410004217311383,0.4218299830125161,11.175844344783844
121410004219721822,0.42196951,11.17611265
121410004227382668,0.42279689,11.17681913
121410004228931727,0.42294015,11.17601912
