objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,astrometryCorrectionFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,pmra,pmdec,pmraErr,pmdecErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,gQfPerfect,gMeanPSFMag,gMeanPSFMagErr,gMeanPSFMagStd,gMeanPSFMagNpt,gMeanPSFMagMin,gMeanPSFMagMax,gMeanKronMag,gMeanKronMagErr,gMeanKronMagStd,gMeanKronMagNpt,gMeanApMag,gMeanApMagErr,gMeanApMagStd,gMeanApMagNpt,gFlags,rQfPerfect,rMeanPSFMag,rMeanPSFMagErr,rMeanPSFMagStd,rMeanPSFMagNpt,rMeanPSFMagMin,rMeanPSFMagMax,rMeanKronMag,rMeanKronMagErr,rMeanKronMagStd,rMeanKronMagNpt,rMeanApMag,rMeanApMagErr,rMeanApMagStd,rMeanApMagNpt,rFlags,iQfPerfect,iMeanPSFMag,iMeanPSFMagErr,iMeanPSFMagStd,iMeanPSFMagNpt,iMeanPSFMagMin,iMeanPSFMagMax,iMeanKronMag,iMeanKronMagErr,iMeanKronMagStd,iMeanKronMagNpt,iMeanApMag,iMeanApMagErr,iMeanApMagStd,iMeanApMagNpt,iFlags,zQfPerfect,zMeanPSFMag,zMeanPSFMagErr,zMeanPSFMagStd,zMeanPSFMagNpt,zMeanPSFMagMin,zMeanPSFMagMax,zMeanKronMag,zMeanKronMagErr,zMeanKronMagStd,zMeanKronMagNpt,zMeanApMag,zMeanApMagErr,zMeanApMagStd,zMeanApMagNpt,zFlags,yQfPerfect,yMeanPSFMag,yMeanPSFMagErr,yMeanPSFMagStd,yMeanPSFMagNpt,yMeanPSFMagMin,yMeanPSFMagMax,yMeanKronMag,yMeanKronMagErr,yMeanKronMagStd,yMeanKronMagNpt,yMeanApMag,yMeanApMagErr,yMeanApMagStd,yMeanApMagNpt,yFlags,distance
PSO J177.6783+34.1590,-999,-999,-999,148991776783281398,3585119000224390,216062625016969,0,15471114365654,14899,1,2047,59,0.830053790314173,3585119,50306,3,268959744,0,32,-999.0,-999.0,-999.0,-999.0,177.67833336,34.15899892,0.26794999837875366,0.26794999837875366,,,,,57036.61806713,-999.0,-0.8268033504794777,0.03352102123992669,0.561491371947016,162.91611582296312,30.120772613680288,180.9007820706292,75.19038606397629,-999,0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.7121279835700989,22.41469955444336,0.26753199100494385,-999.0,1,22.41469955444336,22.41469955444336,-999.0,-999.0,-999.0,0,22.521699905395508,0.26753199100494385,-999.0,1,4120,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.02939393590352879
PSO J177.6770+34.1591,-999,-999,-999,148991776770111530,3585119000224138,216062625016717,0,15471114364392,14899,1,2047,59,0.092925042931852,3585119,50306,3,268513280,0,32,-999.0,-999.0,-999.0,-999.0,177.67697758,34.15905982,0.017659999430179596,0.017659999430179596,,,,,55984.58722222,-999.0,-0.8268019607236693,0.03354056154269686,0.5614922514825085,162.91493148538888,30.12031120334626,180.90236702872056,75.18933811722641,-999,0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.9975069761276245,18.391000747680664,0.009318999946117401,-999.0,1,18.391000747680664,18.391000747680664,18.750699996948242,0.018038999289274216,-999.0,1,18.61590003967285,0.009318999946117401,-999.0,1,16,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.029492659460832227
PSO J177.6768+34.1599,-999,-999,-999,148991776767872446,3585119000262978,216062625059848,0,15471114364735,14899,1,2047,59,0.796129973415406,3585119,50306,3,1343750144,0,160,177.67682437,34.1598753,0.0010000000474974513,0.0010000000474974513,177.67682437,34.1598753,0.0010000000474974513,0.0010000000474974513,,,,,56155.67938657,-999.0,-0.8267938859042515,0.03354244847562425,0.5615040288204597,162.91436810085438,30.120977242506903,180.89966194045735,75.18888766450962,-999,2,0,0,0,0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,16416,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,16416,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,114720,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,16416,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,16416,0.02870924064848786
PSO J177.6759+34.1647,-999,-999,-999,148991776759108236,3585119000223916,216062625016495,0,15471114447748,14899,1,2047,59,0.599636219069023,3585119,50306,3,268513280,0,32,-999.0,-999.0,-999.0,-999.0,177.67586886,34.1646708,0.015300000086426735,0.015300000086426735,,,,,55983.58265046,-999.0,-0.8267463658207431,0.033554330800961506,0.5615732841639581,162.91100862003844,30.124873181371356,180.8838301267753,75.18619699716412,-999,0,1,1,0,0,0,0,0.9985079765319824,16.045700073242188,0.002512000035494566,-999.0,1,16.045700073242188,16.045700073242188,16.954700469970703,0.009971999563276768,-999.0,1,16.924400329589844,0.002512000035494566,-999.0,1,16,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.024169229580781503
PSO J177.6759+34.1591,-999,-999,-999,148991776758951528,3585119000223922,216062625016501,0,15471114364806,14899,1,2047,59,0.176580879070406,3585119,50306,3,268959744,0,32,-999.0,-999.0,-999.0,-999.0,177.67590079,34.1591073,0.26721999049186707,0.26721999049186707,,,,,57036.61806713,-999.0,-0.8268008653158311,0.03355608119609754,0.5614929372020222,162.9139913339027,30.119943954802896,180.9036288087277,75.18850616870319,-999,0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.47784000635147095,22.19659996032715,0.26679500937461853,-999.0,1,22.19659996032715,22.19659996032715,-999.0,-999.0,-999.0,0,22.694400787353516,0.26679500937461853,-999.0,1,4120,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.02960209439665285
PSO J177.6756+34.1628,-999,-999,-999,148991776755945964,3585119000223860,216062625016439,0,15471114395463,14899,1,2047,59,0.387278179067446,3585119,50306,3,268959744,0,32,-999.0,-999.0,-999.0,-999.0,177.67559112,34.16279924,0.2305999994277954,0.2305999994277954,,,,,55983.58265046,-999.0,-0.8267645313492883,0.033559082392003975,0.5615462560571465,162.91176692498394,30.123105312696605,180.8908732414279,75.18675635625091,-999,0,1,1,0,0,0,0,0.5845100283622742,20.724000930786133,0.23010900616645813,-999.0,1,20.724000930786133,20.724000930786133,-999.0,-999.0,-999.0,0,22.123199462890625,0.23010900616645813,-999.0,1,4112,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.02604352997743551
PSO J177.6755+34.1599,-999,-999,-999,148991776755822492,3585119000223861,216062625016440,0,15471114364068,14899,1,2047,59,0.515197980697451,3585119,50306,3,268513280,0,32,-999.0,-999.0,-999.0,-999.0,177.67553113,34.15985518,0.017869999632239342,0.017869999632239342,,,,,57036.60587963,-999.0,-0.8267933256127041,0.03356111827386187,0.561503738244451,162.9132799516377,30.120467655531897,180.90145259172877,75.18792018389682,-999,0,1,0,1,0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.9987660050392151,18.86090087890625,0.009712999686598778,-999.0,1,18.86090087890625,18.86090087890625,19.54170036315918,0.025936000049114227,-999.0,1,19.510799407958984,0.009712999686598778,-999.0,1,24,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.028929336398051207
PSO J177.6743+34.1617,-999,-999,-999,148991776742774678,3585119000223611,216062625016190,0,15471114394149,14899,1,2047,59,0.440600676872396,3585119,50306,3,268959744,0,32,-999.0,-999.0,-999.0,-999.0,177.67427832,34.16173134,0.2625899910926819,0.2625899910926819,,,,,57023.60774306,-999.0,-0.8267742197462383,0.03357845049697566,0.5615308337261821,162.91121880179486,30.121657681681295,180.89642651101715,75.1862045387748,-999,0,1,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.6107500195503235,21.711599349975586,0.2621630132198334,-999.0,1,21.711599349975586,21.711599349975586,-999.0,-999.0,-999.0,0,22.047000885009766,0.2621630132198334,-999.0,1,4120,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.02734133269403508
PSO J177.6738+34.1614,-999,-999,-999,148991776737404106,3585119000223509,216062625016088,0,15471114394141,14899,1,2047,59,0.994074306445266,3585119,50306,3,268959744,0,32,-999.0,-999.0,-999.0,-999.0,177.67380977,34.16138749,0.1648399978876114,0.1648399978876114,,,,,55984.58883102,-999.0,-0.8267773122540709,0.03358534842024525,0.5615258678933902,162.911003355802,30.121174131570623,180.89827543081444,75.18599223661059,-999,0,2,0,2,0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.6968650221824646,21.864700317382812,0.19564099609851837,0.27978500723838806,2,21.639699935913086,22.0310001373291,-999.0,-999.0,-999.0,0,22.39349937438965,0.6560260057449341,1.091249942779541,2,4112,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.0277741040833893
PSO J177.6729+34.1605,-999,-999,-999,148991776728473355,3585119000223333,216062625015912,0,15471114402770,14899,1,2047,59,0.987889274943517,3585119,50306,3,268959744,0,32,-999.0,-999.0,-999.0,-999.0,177.67286811,34.16051325,0.1815200001001358,0.1815200001001358,,,,,56726.07788194,-999.0,-0.8267853209699821,0.03359928445454513,0.5615132421525839,162.9106676768225,30.120039615443964,180.90264440368725,75.18564072410476,-999,0,3,0,1,2,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.4248940050601959,21.958099365234375,0.33889099955558777,-999.0,1,21.958099365234375,21.958099365234375,-999.0,-999.0,-999.0,0,22.660900115966797,0.33889099955558777,-999.0,1,4112,0.5237820148468018,21.74410057067871,0.16865000128746033,0.3358039855957031,2,21.408300399780273,21.7455997467041,-999.0,-999.0,-999.0,1,22.354999542236328,0.12466000020503998,0.24814599752426147,2,4120,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.028828140165340636
PSO J177.6728+34.1583,-999,-999,-999,148991776728220572,3585119000223329,216062625015908,0,15471114356843,14899,1,2047,59,0.51969450294943,3585119,50306,3,268959744,0,32,-999.0,-999.0,-999.0,-999.0,177.67282338,34.15831076,0.2913599908351898,0.2913599908351898,,,,,57023.60774306,-999.0,-0.826806861289467,0.033600806362385244,0.5614814332962912,162.91179965168934,30.118066390822253,180.9105587886624,75.18651110050166,-999,0,1,0,0,1,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.5026959776878357,21.700700759887695,0.2909739911556244,-999.0,1,21.700700759887695,21.700700759887695,-999.0,-999.0,-999.0,0,22.467599868774414,0.2909739911556244,-999.0,1,4120,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,-999.0,-999.0,0,-999.0,-999.0,-999.0,0,0,0.03095715119868968
